CountryName,Year,SuicideRate,GDP_PerCapita,Continent
Zambia,2015,6.1,1332.194321,Africa
Zimbabwe,2015,10.6,1445.071062,Africa
Albania,2020,6.3,4124.108543,Europe
Algeria,2020,3.2,3948.811897,Africa
Angola,2020,4.7,3506.072885,Africa
Antigua and Barbuda,2020,0.5,15494.30547,North America
Argentina,2020,9.2,12790.24247,South America
Armenia,2020,6.6,3591.829276,Europe
Australia,2020,13.2,50019.96777,Oceania
Austria,2020,15.6,45103.32981,Europe
Azerbaijan,2020,2.6,3880.738731,Europe
Bahrain,2020,5.9,22619.11667,Asia
Bangladesh,2020,5.9,1401.620628,Asia
Barbados,2020,0.8,15847.14272,North America
Belarus,2020,26.2,5022.626643,Europe
Belgium,2020,20.7,41449.09736,Europe
Belize,2020,4.7,4904.034338,North America
Benin,2020,9.9,788.5491965,Africa
Bhutan,2020,11.4,3012.961401,Asia
Bosnia and Herzegovina,2020,8.8,4994.68314,Europe
Botswana,2020,9.3,7243.856017,Africa
Brazil,2020,6.5,8712.887044,South America
Brunei Darussalam,2020,4.6,27157.34623,Asia
Bulgaria,2020,11.5,7469.455638,Europe
Burkina Faso,2020,7.7,583.8326203,Africa
Burundi,2020,9.1,282.1496815,Africa
Cabo Verde,2020,11.3,3130.963385,Africa
Cambodia,2020,5.3,1269.591257,Asia
Cameroon,2020,12.2,1363.403851,Africa
Canada,2020,12.5,42279.90082,North America
Central African Republic,2020,7.7,406.5319611,Africa
Chad,2020,8.8,692.9785958,Africa
Chile,2020,10.6,13748.0884,South America
China,2020,9.7,8078.790474,Asia
Colombia,2020,7.2,5871.223524,South America
Comoros,2020,6.8,1287.420965,Africa
Costa Rica,2020,7.9,11666.45661,North America
Croatia,2020,16.5,12366.82154,Europe
Cuba,2020,13.9,8060.795886,North America
Cyprus,2020,5.3,24019.13787,Europe
Denmark,2020,12.8,54467.10452,Europe
Djibouti,2020,6.7,1898.87599,Africa
Dominican Republic,2020,9.9,6957.564507,North America
Ecuador,2020,7.1,6060.093329,South America
El Salvador,2020,13.7,3800.122181,North America
Equatorial Guinea,2020,16.4,9244.051798,Africa
Estonia,2020,17.8,18228.05825,Europe
Eswatini,2020,13.3,3426.826597,Africa
Ethiopia,2020,7.2,716.8800387,Africa
Fiji,2020,5,5647.347365,Oceania
Finland,2020,15.9,43493.41934,Europe
France,2020,17.7,36962.22229,Europe
Gabon,2020,7.1,6979.709196,Africa
Georgia,2020,8.2,3857.281728,Europe
Germany,2020,13.6,42443.46507,Europe
Ghana,2020,5.4,1931.38947,Africa
Greece,2020,5,18116.45962,Europe
Grenada,2020,1.7,9628.347487,North America
Guatemala,2020,2.7,4140.590064,North America
Guinea,2020,6.3,733.0207588,Africa
Guinea-Bissau,2020,4,661.0076549,Africa
Guyana,2020,29.2,4542.622067,South America
Haiti,2020,11.7,735.7551202,North America
Honduras,2020,2.9,2326.297027,North America
Hungary,2020,19.1,12839.58454,Europe
Iceland,2020,14,61757.94931,Europe
India,2020,16.3,1729.268021,Asia
Indonesia,2020,3.4,3562.845756,Asia
Iraq,2020,3,4649.468115,Asia
Ireland,2020,11.5,63197.08237,Europe
Israel,2020,5.4,37371.62691,Asia
Italy,2020,8.2,30830.92266,Europe
Jamaica,2020,2.2,4842.045011,North America
Japan,2020,18.5,38794.33094,Asia
Jordan,2020,2.9,4109.574819,Asia
Kazakhstan,2020,22.5,7714.841844,Asia
Kenya,2020,3.2,1410.527571,Africa
Kiribati,2020,14.4,1584.807446,Oceania
Kuwait,2020,2.3,27653.1644,Asia
Latvia,2020,21.2,14133.68295,Europe
Lebanon,2020,3.3,7634.946544,Asia
Lesotho,2020,21.2,1119.719758,Africa
Liberia,2020,6.8,714.6233922,Africa
Libya,2020,5.2,4038.970683,Africa
Lithuania,2020,31.9,14982.53305,Europe
Luxembourg,2020,13.5,101305.5277,Europe
Madagascar,2020,3.9,400.0362751,Africa
Malawi,2020,3.7,315.7773264,Africa
Malaysia,2020,5.5,9671.024717,Asia
Maldives,2020,2.3,9282.723553,Asia
Mali,2020,4.8,779.874933,Africa
Malta,2020,7.5,25128.93738,Europe
Mauritania,2020,4.4,1135.558646,Africa
Mauritius,2020,7.8,9681.618567,Africa
Mexico,2020,5.1,8739.142471,North America
Mongolia,2020,13,3660.150746,Asia
Montenegro,2020,10.3,7028.936577,Europe
Morocco,2020,2.9,2897.66344,Africa
Mozambique,2020,4.9,391.5528948,Africa
Myanmar,2020,7.8,1192.495338,Asia
Namibia,2020,8.7,4786.235303,Africa
Nepal,2020,8.8,777.1475955,Asia
Netherlands,2020,12.6,46007.85292,Europe
New Zealand,2020,12.1,40026.8522,Oceania
Nicaragua,2020,12.2,2107.574238,North America
Niger,2020,4.6,362.1311323,Africa
Nigeria,2020,9.5,2175.99967,Africa
Norway,2020,12.2,70941.52527,Europe
Oman,2020,3.9,14721.64733,Asia
Pakistan,2020,2.9,1368.454326,Asia
Panama,2020,4.3,14356.32405,North America
Papua New Guinea,2020,6,2509.629007,Oceania
Paraguay,2020,9.5,5319.410218,South America
Peru,2020,4.9,6205.3709,South America
Philippines,2020,3.2,2941.21204,Asia
Poland,2020,16.2,12431.57542,Europe
Portugal,2020,14,19977.39849,Europe
Qatar,2020,6.6,57163.06099,Asia
Romania,2020,10.4,9567.097782,Europe
Russia,2020,31,8745.375116,Europe
Rwanda,2020,6.7,726.353049,Africa
Samoa,2020,4.4,4043.694,Oceania
Sao Tome and Principe,2020,2.3,1710.133948,Africa
Saudi Arabia,2020,3.2,19879.29753,Asia
Senegal,2020,6,1269.040407,Africa
Serbia,2020,15.6,5756.381194,Europe
Seychelles,2020,9.3,15077.83902,Africa
Sierra Leone,2020,9.7,501.4157129,Africa
Singapore,2020,9.9,56724.17039,Asia
Slovenia,2020,18.6,21617.57985,Europe
Solomon Islands,2020,4.7,1990.031497,Oceania
South Africa,2020,11.6,5272.627749,Africa
Spain,2020,8.7,26622.29914,Europe
Sri Lanka,2020,14.6,3886.291502,Asia
Sudan,2020,8.1,2398.10188,Africa
Suriname,2020,22.8,5606.712075,South America
Sweden,2020,14.8,51617.54035,Europe
Switzerland,2020,17.2,80037.50304,Europe
Tajikistan,2020,2.5,802.5180041,Asia
Thailand,2020,14.4,5978.611454,Asia
Timor-Leste,2020,4.6,2053.273798,Asia
Togo,2020,9.6,587.8744094,Africa
Tonga,2020,3.5,3966.15652,Oceania
Trinidad and Tobago,2020,13.6,15786.12052,North America
Tunisia,2020,3.4,3698.565075,Africa
Turkey,2020,7.3,10820.63384,Asia
Turkmenistan,2020,6.7,6389.548408,Asia
Uganda,2020,9.9,608.7057351,Africa
Ukraine,2020,22.4,2187.731997,Europe
United Arab Emirates,2020,2.8,38141.84676,Asia
United Kingdom,2020,8.9,40539.91961,Europe
United States of America,2020,15.3,57904.20196,North America
Uruguay,2020,18.4,15387.14403,South America
Uzbekistan,2020,7.4,2567.799418,Asia
Vanuatu,2020,4.5,2830.965284,Oceania
Zambia,2020,6.1,1280.578447,Africa
Zimbabwe,2020,10.7,1464.583529,Africa
