"","country","year","total_pop","total_suicides","suicide_rate","gdp"
"1948","Russian Federation",2013,134713962,28690,21.2969758843556,17052
"1949","Russian Federation",2014,134713962,26541,19.7017440553044,15319
"1950","Russian Federation",2015,137018943,25432,18.5609372274898,9987
"1951","Russian Federation",2017,1733960868,10998,0.634270369243419,10720.33266
"1952","Russian Federation",2018,1733734308,10657,0.614684727113331,11287.35528
"1953","Russian Federation",2019,1732875132,10423,0.601485924030215,11497.64925
"1954","Saint Kitts and Nevis",1990,39100,0,0,5339
"1955","Saint Kitts and Nevis",1991,39100,0,0,5368
"1956","Saint Kitts and Nevis",1992,39100,0,0,5868
"1957","Saint Lucia",1986,110000,5,4.54545454545454,2634
"1958","Saint Lucia",1987,111300,11,9.88319856244385,2875
"1959","Saint Lucia",1988,113000,10,8.84955752212389,3244
"1960","Saint Lucia",1989,118566,8,6.74729686419378,3505
"1961","Saint Lucia",1990,120537,3,2.48886234102392,4015
"1962","Saint Lucia",1991,122496,6,4.89811912225705,4194
"1963","Saint Lucia",1992,124223,11,8.85504294695829,4564
"1964","Saint Lucia",1993,125846,8,6.35697598652321,4568
"1965","Saint Lucia",1994,127557,6,4.70377948681766,4704
"1966","Saint Lucia",1995,129466,10,7.72403565414858,4947
"1967","Saint Lucia",1996,131621,7,5.31830027123331,5031
"1968","Saint Lucia",1997,133967,9,6.71807236110385,5053
"1969","Saint Lucia",1998,136400,8,5.86510263929619,5407
"1970","Saint Lucia",1999,138813,8,5.76314898460519,5590
"1971","Saint Lucia",2000,141100,14,9.92204110559887,5557
"1972","Saint Lucia",2001,143166,7,4.88942905438442,5195
"1973","Saint Lucia",2002,145168,12,8.26628458062383,5155
"1974","Saint Lucia",2003,147127,10,6.7968489808125,5599
"1975","Saint Lucia",2004,149121,8,5.36477089075315,5989
"1976","Saint Lucia",2005,151169,4,2.64604515476057,6292
"1977","Saint Lucia",2006,153460,2,1.30327121073895,7391
"1978","Saint Lucia",2008,157876,0,0,8122
"1979","Saint Lucia",2009,159820,13,8.13415091978476,7902
"1980","Saint Lucia",2010,161503,4,2.47673417831248,8557
"1981","Saint Lucia",2011,162892,8,4.91122952631191,8826
"1982","Saint Lucia",2012,163940,10,6.09979260705136,8764
"1983","Saint Lucia",2013,164790,14,8.49566114448692,9041
"1984","Saint Lucia",2014,165596,14,8.45431049059156,9372
"1985","Saint Vincent and Grenadines",1985,89800,2,2.2271714922049,1622
"1986","Saint Vincent and Grenadines",1986,90800,0,0,1771
"1987","Saint Vincent and Grenadines",1987,92036,0,0,1908
"1988","Saint Vincent and Grenadines",1990,94141,5,5.31118216292582,2553
"1989","Saint Vincent and Grenadines",1995,95974,7,7.29364202804926,3293
"1990","Saint Vincent and Grenadines",1996,96095,8,8.32509495811437,3450
"1991","Saint Vincent and Grenadines",1997,96255,3,3.11672120928783,3613
"1992","Saint Vincent and Grenadines",1998,96449,10,10.3681738535392,3874
"1993","Saint Vincent and Grenadines",1999,96685,6,6.20571960490252,4041
"1994","Saint Vincent and Grenadines",2000,96956,5,5.15697842320228,4087
"1995","Saint Vincent and Grenadines",2001,97341,8,8.21853073216836,4418
"1996","Saint Vincent and Grenadines",2002,97799,7,7.1575373981329,4723
"1997","Saint Vincent and Grenadines",2003,98292,4,4.06950718268018,4902
"1998","Saint Vincent and Grenadines",2004,98740,4,4.05104314360948,5286
"1999","Saint Vincent and Grenadines",2005,99118,8,8.07118787707581,5556
"2000","Saint Vincent and Grenadines",2006,99463,6,6.03239395554126,6142
"2001","Saint Vincent and Grenadines",2007,99689,11,11.0343167250148,6539
"2002","Saint Vincent and Grenadines",2008,99826,4,4.00697213150883,6966
"2003","Saint Vincent and Grenadines",2009,99927,1,1.0007305332893,6754
"2004","Saint Vincent and Grenadines",2010,100050,5,4.99750124937531,6809
"2005","Saint Vincent and Grenadines",2011,100037,5,4.99815068424683,6759
"2006","Saint Vincent and Grenadines",2012,100167,10,9.98332784250302,6918
"2007","Saint Vincent and Grenadines",2013,100398,0,0,7183
"2008","Saint Vincent and Grenadines",2014,100676,2,1.98657078151695,7203
"2009","Saint Vincent and Grenadines",2015,100948,3,2.97182707928835,7496
"2010","Saint Vincent and the Grenadines",2017,181893516,0,0,1361.701972
"2011","San Marino",1999,25192,2,7.93902826294062,48255
"2012","San Marino",2000,25369,1,3.94181875517364,43435
"2013","San Marino",2005,28264,1,3.5380696292103,69301
"2014","Serbia",1998,7179002,1460,20.3370886371114,2547
"2015","Serbia",1999,7162831,1571,21.9326688009252,2570
"2016","Serbia",2000,7149140,1543,21.5830155794963,915
"2017","Serbia",2001,7142410,1442,20.1892638479169,1718
"2018","Serbia",2002,7138113,1446,20.2574545961937,2258
"2019","Serbia",2003,7111975,1378,19.3757711465521,2979
"2020","Serbia",2004,7086364,1345,18.9801144846638,3508
"2021","Serbia",2005,7058982,1437,20.357042984385,3719
"2022","Serbia",2006,7031811,1443,20.5210293621373,4353
"2023","Serbia",2007,7009610,1353,19.3020724405495,5748
"2024","Serbia",2008,6988532,1289,18.4445030801891,7049
"2025","Serbia",2009,6968240,1373,19.7036841440593,6116
"2026","Serbia",2010,6944871,1207,17.3797324673129,5682
"2027","Serbia",2011,6900027,1256,18.2028273222699,6734
"2028","Serbia",2012,6867174,1243,18.1006044116546,5933
"2029","Serbia",2013,6832840,1197,17.5183379092735,6662
"2030","Serbia",2014,6801810,1134,16.6720328853643,6500
"2031","Serbia",2015,6766406,1062,15.6951858933679,5492
"2032","Serbia",2017,84250296,0,0,6292.543629
"2033","Serbia",2018,83791248,949,1.13257651920878,7252.401858
"2034","Serbia",2019,83342820,941,1.12907146650425,7417.203649
"2035","Serbia",2020,82789512,895,1.08105480800515,7720.510572
"2036","Seychelles",1985,57300,8,13.9616055846422,2947
"2037","Seychelles",1986,57400,1,1.74216027874564,3621
"2038","Seychelles",1987,58300,3,5.14579759862779,4276
"2039","Seychelles",2001,75363,6,7.96146650212969,8257
"2040","Seychelles",2002,76904,5,6.50161239987517,9070
"2041","Seychelles",2003,78402,8,10.2038213310885,9001
"2042","Seychelles",2004,79735,6,7.5249263184298,10526
"2043","Seychelles",2005,80900,5,6.18046971569839,11361
"2044","Seychelles",2006,81691,8,9.79300045292627,12442
"2045","Seychelles",2007,82331,6,7.28765592547157,12554
"2046","Seychelles",2008,82900,4,4.82509047044632,11667
"2047","Seychelles",2009,83429,4,4.79449591868535,10157
"2048","Seychelles",2010,83885,6,7.15264946057102,11563
"2049","Seychelles",2011,80717,5,6.19448195547406,13204
"2050","Seychelles",2012,81224,3,3.69348960898257,13044
"2051","Seychelles",2013,82541,9,10.9036721144643,16090
"2052","Seychelles",2014,83845,4,4.7707078537778,16018
"2053","Seychelles",2015,85949,7,8.14436468138082,16005
"2054","Seychelles",2017,1150116,7,0.608634259500781,15945.26493
"2055","Seychelles",2019,1171500,7,0.597524541186513,16213.48076
"2056","Singapore",1985,2350500,324,13.784301212508,8142
"2057","Singapore",1986,2379300,326,13.7015088471399,7805
"2058","Singapore",1987,2407800,301,12.501038292217,8679
"2059","Singapore",1988,2393400,366,15.2920531461519,10586
"2060","Singapore",1989,2431100,394,16.2066554234709,12514
"2061","Singapore",1990,2511800,354,14.0934787801577,14393
"2062","Singapore",1991,2559300,296,11.565662485836,17768
"2063","Singapore",1992,2604000,277,10.6374807987711,20029
"2064","Singapore",1993,2655800,270,10.1664281948942,22835
"2065","Singapore",1994,2712200,316,11.65105818155,27202
"2066","Singapore",1995,2765300,364,13.1631287744549,31783
"2067","Singapore",1996,2823100,239,8.46587085119195,34148
"2068","Singapore",1997,2880000,303,10.5208333333333,34779
"2069","Singapore",1998,2940200,328,11.1557036936263,29150
"2070","Singapore",1999,2997100,277,9.24226752527443,28789
"2071","Singapore",2000,3047600,309,10.1391258695367,31446
"2072","Singapore",2001,3103000,305,9.82919755075733,28774
"2073","Singapore",2002,3165200,321,10.1415392392266,29048
"2074","Singapore",2003,3226200,320,9.91878990763127,30067
"2075","Singapore",2004,3281400,335,10.2090571097702,34799
"2076","Singapore",2005,3342400,359,10.7407850646242,38122
"2077","Singapore",2006,3411900,372,10.9030159148861,43318
"2078","Singapore",2007,3389600,328,9.67665801274487,53098
"2079","Singapore",2008,3448900,319,9.24932587201716,55735
"2080","Singapore",2009,3536100,349,9.86963038375612,54413
"2081","Singapore",2010,3576800,296,8.27555356743458,66099
"2082","Singapore",2011,3600900,308,8.55341720125524,76638
"2083","Singapore",2012,3631600,392,10.7941403238242,80040
"2084","Singapore",2013,3661456,357,9.7502195847772,83151
"2085","Singapore",2014,3689370,355,9.6222390272594,84442
"2086","Singapore",2015,3719115,329,8.84619055877541,81766
"2087","Singapore",2017,67347036,307,0.455847826769986,61176.45636
"2088","Singapore",2018,67664112,334,0.493614694891732,66679.04649
"2089","Singapore",2019,68442828,322,0.470465656386963,65640.70795
"2090","Singapore",2020,68229684,359,0.526163949403606,59797.75218
"2091","Slovakia",1992,4909228,796,16.2143620137423,3143
"2092","Slovakia",1993,4935260,738,14.9536194648306,3334
"2093","Slovakia",1994,4974858,691,13.8898436900108,4036
"2094","Slovakia",1995,5005232,735,14.6846339989835,5141
"2095","Slovakia",1996,5032436,672,13.3533739922376,5529
"2096","Slovakia",1997,5058389,630,12.4545581607108,5468
"2097","Slovakia",1998,5081100,673,13.2451634488595,5871
"2098","Slovakia",1999,5098200,692,13.5734180691224,5966
"2099","Slovakia",2000,5111813,729,14.2610850592539,5696
"2100","Slovakia",2001,5100256,692,13.5679463932791,6020
"2101","Slovakia",2002,5107584,717,14.0379482745658,6869
"2102","Slovakia",2003,5113982,753,14.7243380989608,9138
"2103","Slovakia",2004,5121210,676,13.2000054674579,11177
"2104","Slovakia",2005,5126946,679,13.2437517383643,12229
"2105","Slovakia",2006,5129369,0,0,13763
"2106","Slovakia",2007,5132660,0,0,16815
"2107","Slovakia",2008,5137067,591,11.504619270101,19530
"2108","Slovakia",2009,5141744,601,11.68864105253,17299
"2109","Slovakia",2010,5147562,631,12.2582302068435,17387
"2110","Slovakia",2012,5116922,571,11.1590522583694,18256
"2111","Slovakia",2013,5122209,616,12.0260614121759,19226
"2112","Slovakia",2014,5129686,554,10.7998813182717,19679
"2113","Slovakia",2017,486888,375,77.0197663528368,17494.72879
"2114","Slovakia",2018,490740,413,84.1586175979134,19380.51351
"2115","Slovakia",2019,499296,365,73.1029289239249,19303.54566
"2116","Slovenia",1995,1884000,564,29.9363057324841,11291
"2117","Slovenia",1996,1893100,607,32.0638106808938,11346
"2118","Slovenia",1997,1883900,593,31.4772546313499,11014
"2119","Slovenia",1998,1880300,612,32.5479976599479,11767
"2120","Slovenia",1999,1884400,590,31.3097007004882,12041
"2121","Slovenia",2000,1886483,588,31.1691120460667,10783
"2122","Slovenia",2001,1901330,581,30.5575570784661,10979
"2123","Slovenia",2002,1906124,540,28.3297414019235,12362
"2124","Slovenia",2003,1907589,562,29.4612728423156,15568
"2125","Slovenia",2004,1907862,512,26.8363225432447,18067
"2126","Slovenia",2005,1911817,503,26.3100495497215,19012
"2127","Slovenia",2006,1918570,529,27.5726191903345,20634
"2128","Slovenia",2007,1927332,434,22.5181753844174,24964
"2129","Slovenia",2008,1943758,408,20.9902673069384,28599
"2130","Slovenia",2009,1942037,447,23.0170691907518,25872
"2131","Slovenia",2010,1944774,414,21.2878205899503,24689
"2132","Slovenia",2011,1944561,435,22.3700876444606,26377
"2133","Slovenia",2012,1945988,440,22.6106224704366,23820
"2134","Slovenia",2013,1948276,446,22.8920337775551,24697
"2135","Slovenia",2014,1951786,388,19.8792285629675,25569
"2136","Slovenia",2015,1954632,422,21.5897417007396,22036
"2137","Slovenia",2017,24796656,411,1.65748155719061,23455.94473
"2138","Slovenia",2018,24886728,353,1.41842672126284,26104.10279
"2139","Slovenia",2019,25060620,392,1.56420711059822,25942.95477
"2140","Slovenia",2020,25229028,368,1.4586372491243,25517.33067
"2141","South Africa",1996,37773652,143,0.378570756145051,3908
"2142","South Africa",1997,38528157,104,0.269932454853732,3960
"2143","South Africa",1998,39232468,180,0.458803662313572,3512
"2144","South Africa",1999,39907560,279,0.699115656281667,3424
"2145","South Africa",2000,40568559,267,0.658145141413576,3361
"2146","South Africa",2001,41185599,384,0.932364732633851,2953
"2147","South Africa",2002,41803868,236,0.564541061128602,2769
"2148","South Africa",2003,42415309,256,0.603555664300359,4132
"2149","South Africa",2004,43005874,383,0.890576017592388,5323
"2150","South Africa",2005,43566107,458,1.0512759379671,5914
"2151","South Africa",2006,44079057,514,1.16608665198986,6166
"2152","South Africa",2007,44577435,417,0.935450862078538,6708
"2153","South Africa",2008,43680586,441,1.00960184004857,6573
"2154","South Africa",2009,45607048,372,0.815663403603759,6517
"2155","South Africa",2010,46176200,393,0.8510877898138,8128
"2156","South Africa",2011,46806739,358,0.764847130239088,8906
"2157","South Africa",2012,47484256,487,1.02560309674011,8347
"2158","South Africa",2013,48192699,587,1.21802682186362,7612
"2159","South Africa",2014,48912129,580,1.1857999474936,7174
"2160","South Africa",2015,49627460,482,0.971236488830982,6403
"2161","South Africa",2017,679694508,376,0.0553189698569699,6690.939847
"2162","South Africa",2018,688075620,314,0.0456345190663782,7005.095413
"2163","Spain",1985,35997000,2514,6.98391532627719,5009
"2164","Spain",1986,36223000,2755,7.6056649090357,6919
"2165","Spain",1987,36425700,2804,7.6978616745869,8727
"2166","Spain",1988,36597300,2960,8.0880283518183,10250
"2167","Spain",1989,36740400,2987,8.13001491546091,11258
"2168","Spain",1990,36861400,2939,7.97311008263387,14517
"2169","Spain",1991,36958100,2916,7.89001599108179,15574
"2170","Spain",1992,37000900,2786,7.52954657859674,17005
"2171","Spain",1993,37122100,3037,8.18111044364408,14106
"2172","Spain",1994,37203100,3171,8.52348325811559,14223
"2173","Spain",1995,37275300,3157,8.46941540376603,16444
"2174","Spain",1996,37341200,3320,8.89098368558054,17166
"2175","Spain",1997,37405000,3373,9.01751102793744,15738
"2176","Spain",1998,37458900,3261,8.70554127323547,16473
"2177","Spain",1999,37789271,3220,8.52093706703154,16756
"2178","Spain",2000,38319996,3394,8.8569946614817,15538
"2179","Spain",2001,38713504,3189,8.23743570202273,16169
"2180","Spain",2002,39340611,3372,8.57129544835997,17924
"2181","Spain",2003,39947556,3478,8.70641498068117,22701
"2182","Spain",2004,40555823,3508,8.64980597237541,26372
"2183","Spain",2005,41195479,3399,8.250905396682,28092
"2184","Spain",2006,41808848,3247,7.76629865525116,30246
"2185","Spain",2007,42547327,3264,7.67145724571605,34769
"2186","Spain",2008,43199484,3457,8.00241039916125,37848
"2187","Spain",2009,43490086,3429,7.884555574344,34470
"2188","Spain",2010,43595356,3158,7.24389084011609,32839
"2189","Spain",2011,43642571,3180,7.28646348538907,34097
"2190","Spain",2012,44318859,3539,7.98531388183978,30146
"2191","Spain",2013,44227625,3873,8.75697033245624,30792
"2192","Spain",2014,44172771,3911,8.85387063446846,31171
"2193","Spain",2015,44186528,3604,8.15633217436772,27108
"2194","Spain",2017,559118832,4123,0.737410325681894,28100.58624
"2195","Spain",2018,561573048,3541,0.630550204040419,30349.7521
"2196","Spain",2019,565618044,4109,0.726461972631128,29555.3157
"2197","Spain",2020,568387860,4369,0.768665256150967,27063.19392
"2198","Sri Lanka",1985,13857000,5668,40.9035144692213,431
"2199","Sri Lanka",1986,14101400,5345,37.9040378969464,454
"2200","Sri Lanka",1996,16654427,4898,29.4095978204474,834
"2201","Sri Lanka",1997,16775409,5887,35.0930340953237,900
"2202","Sri Lanka",1998,16897691,5518,32.6553491835068,935
"2203","Sri Lanka",1999,17020287,5619,33.0135443662025,920
"2204","Sri Lanka",2000,17140342,5252,30.6411622358527,953
"2205","Sri Lanka",2001,17266961,4590,26.5825584478936,912
"2206","Sri Lanka",2002,17395955,4382,25.1897639422498,951
"2207","Sri Lanka",2003,17524596,4467,25.4898886114122,1077
"2208","Sri Lanka",2006,17891558,4015,22.4407511073099,1580
"2209","Suriname",1985,322700,80,24.7908273938643,2706
"2210","Suriname",1986,326294,42,12.8718272478195,2731
"2211","Suriname",1987,332013,52,15.6620373298636,2951
"2212","Suriname",1988,339611,49,14.428272346891,3418
"2213","Suriname",1989,347723,53,15.242017352893,1560
"2214","Suriname",1990,348700,26,7.456266131345,1114
"2215","Suriname",1991,363079,57,15.6990627384123,1235
"2216","Suriname",1992,370194,48,12.9661744922932,1093
"2217","Suriname",1995,389414,55,14.1237859963946,1782
"2218","Suriname",1996,395805,21,5.3056429302308,2174
"2219","Suriname",1997,401814,32,7.96388378702584,2314
"2220","Suriname",1998,407606,29,7.11471371864006,2318
"2221","Suriname",1999,413303,49,11.8557087657239,2142
"2222","Suriname",2000,419001,52,12.4104715740535,2129
"2223","Suriname",2001,424515,72,16.9605314299848,1798
"2224","Suriname",2002,430176,69,16.0399464405267,2507
"2225","Suriname",2003,435946,77,17.6627380455378,2916
"2226","Suriname",2004,441717,67,15.1680827317038,3360
"2227","Suriname",2005,447445,72,16.091363184302,4009
"2228","Suriname",2006,453293,112,24.7080806454104,5794
"2229","Suriname",2007,459086,119,25.921069254998,6397
"2230","Suriname",2008,464789,147,31.6272545176413,7601
"2231","Suriname",2009,470448,131,27.8457980478182,8238
"2232","Suriname",2010,476052,136,28.5683076638687,9176
"2233","Suriname",2011,481521,127,26.3747583179134,9184
"2234","Suriname",2012,486964,133,27.312080564477,10227
"2235","Suriname",2013,492359,131,26.6066020931881,10451
"2236","Suriname",2014,497701,128,25.7182525251105,10530
"2237","Sweden",1987,7909000,1541,19.4841320015173,22813
"2238","Sweden",1988,7930900,1590,20.0481660341197,25731
"2239","Sweden",1989,7964800,1579,19.8247288067497,26978
"2240","Sweden",1990,8005700,1471,18.3744082341332,32246
"2241","Sweden",1991,8041100,1483,18.4427503699743,33623
"2242","Sweden",1992,8073200,1355,16.7839270673339,34721
"2243","Sweden",1993,8112500,1373,16.924499229584,25880
"2244","Sweden",1994,8174100,1324,16.1975018656488,27658
"2245","Sweden",1995,8233000,1348,16.3731325154865,32072
"2246","Sweden",1996,8274300,1253,15.1432749598153,34819
"2247","Sweden",1997,8311300,1201,14.4502063455777,31821
"2248","Sweden",1998,8346300,1231,14.7490504774571,31966
"2249","Sweden",1999,8378013,1220,14.5619253634483,32328
"2250","Sweden",2000,8409008,1131,13.4498623381022,30896
"2251","Sweden",2001,8439317,1197,14.1836122520341,28429
"2252","Sweden",2002,8465828,1180,13.9383885427391,31175
"2253","Sweden",2003,8490539,1112,13.0969305953368,38997
"2254","Sweden",2004,8514314,1155,13.5653911753783,44831
"2255","Sweden",2005,8538624,1219,14.2763049409366,45563
"2256","Sweden",2006,8576044,1197,13.9574843599217,48977
"2257","Sweden",2007,8629159,1126,13.0487803040829,56531
"2258","Sweden",2008,8688504,1170,13.4660696478934,59155
"2259","Sweden",2009,8755922,1242,14.1846855191264,49070
"2260","Sweden",2010,8823125,1141,12.9319260466105,55352
"2261","Sweden",2011,8884644,1112,12.5159770048187,63380
"2262","Sweden",2012,8948909,1154,12.8954266939132,60776
"2263","Sweden",2013,9024081,1230,13.6301968034197,64133
"2264","Sweden",2014,9114524,1148,12.5952819916871,62956
"2265","Sweden",2015,9114524,1182,12.9683129914409,54629
"2266","Sweden",2016,8125852,1130,13.9062340785926,55594
"2267","Sweden",2017,120692376,1190,0.985977772117105,53791.50873
"2268","Sweden",2018,122102568,1272,1.0417471318048,54589.06039
"2269","Switzerland",1995,6617500,1419,21.4431431809596,51774
"2270","Switzerland",1996,6652200,1432,21.5267129671387,49621
"2271","Switzerland",1997,6675200,1341,20.0892857142857,42923
"2272","Switzerland",1998,6725167,1371,20.3861108579162,43872
"2273","Switzerland",1999,6764328,1296,19.1593311264622,42859
"2274","Switzerland",2000,6809589,1380,20.2655402550727,39952
"2275","Switzerland",2001,6865842,1338,19.4877773184993,40582
"2276","Switzerland",2002,6942010,1446,20.8297020603543,43419
"2277","Switzerland",2003,6969293,1269,18.2084466817509,50639
"2278","Switzerland",2004,7023166,1284,18.2823530014811,56123
"2279","Switzerland",2005,7071991,1299,18.3682360455493,57790
"2280","Switzerland",2006,7118477,1309,18.3887649001324,60536
"2281","Switzerland",2007,7183595,1360,18.9320249819206,66807
"2282","Switzerland",2008,7274875,1314,18.0621660165982,76202
"2283","Switzerland",2009,7364558,1105,15.0042948945476,73529
"2284","Switzerland",2010,7439147,1006,13.5230558019622,78474
"2285","Switzerland",2011,7518040,1034,13.7535847109087,93053
"2286","Switzerland",2012,7595591,1038,13.6658227121497,87951
"2287","Switzerland",2013,7681318,1071,13.9429196916467,89634
"2288","Switzerland",2014,7809621,1032,13.2144696906546,90809
"2289","Switzerland",2015,7892502,1073,13.5951818574135,86068
"2290","Switzerland",2017,101422080,1043,1.02837567519814,83352.08865
"2291","Switzerland",2018,102171948,1004,0.982657196670068,86388.40495
"2292","Tajikistan",2017,107106300,177,0.165256385478725,848.6723799
"2293","Thailand",1985,46303443,2982,6.44012584550138,840
"2294","Thailand",1986,47331465,2798,5.91150094339991,911
"2295","Thailand",1987,48376410,3035,6.27371894689995,1045
"2296","Thailand",1990,51228668,3753,7.3259761506975,1666
"2297","Thailand",1991,51947693,3559,6.85112233954259,1891
"2298","Thailand",1992,52570440,3550,6.75284437413877,2120
"2299","Thailand",1994,52691000,2307,4.37835683513314,2784
"2300","Thailand",1995,54366057,4245,7.80818075513551,3114
"2301","Thailand",1996,55070703,4443,8.06781057434477,3324
"2302","Thailand",1997,55859088,4150,7.42940880094569,2689
"2303","Thailand",1998,56691783,4963,8.75435510645343,2005
"2304","Thailand",1999,57507860,5276,9.17439807358507,2203
"2305","Thailand",2000,58262135,5182,8.89428442675504,2169
"2306","Thailand",2002,58263389,4902,8.41351676264489,2305
"2307","Thailand",2003,60158951,4484,7.4535874137832,2531
"2308","Thailand",2004,60686373,4296,7.07901920584379,2849
"2309","Thailand",2005,61182665,3937,6.43482921183639,3094
"2310","Thailand",2006,61636512,3608,5.85367322537654,3598
"2311","Thailand",2007,58941621,3754,6.36901384167904,4461
"2312","Thailand",2008,59216773,3778,6.37994914042344,4921
"2313","Thailand",2009,59483718,3787,6.36644804213482,4736
"2314","Thailand",2010,59769764,3761,6.29247925422627,5707
"2315","Thailand",2011,60261832,3873,6.42695363128024,6153
"2316","Thailand",2012,60382255,3985,6.59962103104629,6584
"2317","Thailand",2013,60766487,3961,6.51839557550859,6917
"2318","Thailand",2014,61139919,3952,6.46386201460293,6662
"2319","Thailand",2015,61261276,4205,6.8640424662392,6552
"2320","Thailand",2016,53442001,4117,7.70367861038736,6713
"2321","Thailand",2017,850778424,4352,0.51153154302371,6593.818352
"2322","Thailand",2018,853533624,4700,0.550652003370871,7296.879608
"2323","Thailand",2019,855693156,5750,0.671969848032768,7817.009671
"2324","Trinidad and Tobago",1985,1008000,29,2.87698412698413,7317
"2325","Trinidad and Tobago",1986,1061600,104,9.79653353428787,4516
"2326","Trinidad and Tobago",1987,1078300,119,11.0358898265789,4449
"2327","Trinidad and Tobago",1988,1095600,164,14.9689667761957,4104
"2328","Trinidad and Tobago",1989,1070000,173,16.1682242990654,4040
"2329","Trinidad and Tobago",1990,1088500,170,15.6178226917777,4656
"2330","Trinidad and Tobago",1991,1102000,148,13.4301270417423,4817
"2331","Trinidad and Tobago",1992,1132600,163,14.3916651951263,4803
"2332","Trinidad and Tobago",1993,1148300,174,15.152834625098,4066
"2333","Trinidad and Tobago",1994,1162900,148,12.726803680454,4254
"2334","Trinidad and Tobago",1995,1149173,184,16.0115143672885,4637
"2335","Trinidad and Tobago",1996,1156185,146,12.6277369106155,4982
"2336","Trinidad and Tobago",1997,1162267,160,13.7662000211655,4937
"2337","Trinidad and Tobago",1998,1167924,171,14.6413636503745,5175
"2338","Trinidad and Tobago",1999,1173276,139,11.8471698048882,5803
"2339","Trinidad and Tobago",2000,1178363,166,14.0873398095493,6920
"2340","Trinidad and Tobago",2001,1183354,179,15.1264963823167,7458
"2341","Trinidad and Tobago",2002,1188800,156,13.1224764468371,7578
"2342","Trinidad and Tobago",2003,1194458,144,12.0556771355711,9465
"2343","Trinidad and Tobago",2004,1200116,168,13.9986467974762,11066
"2344","Trinidad and Tobago",2005,1205471,136,11.2818972833025,13258
"2345","Trinidad and Tobago",2006,1209301,141,11.6596281653616,15190
"2346","Trinidad and Tobago",2007,1213988,131,10.790880964227,17827
"2347","Trinidad and Tobago",2008,1219336,199,16.3203579653188,22857
"2348","Trinidad and Tobago",2009,1225097,128,10.4481522687591,15652
"2349","Trinidad and Tobago",2010,1231002,160,12.9975418398995,18000
"2350","Trinidad and Tobago",2011,1237186,139,11.2351740158715,20557
"2351","Turkey",2009,65962419,1050,1.59181548511737,9773
"2352","Turkey",2010,66975131,1524,2.2754714731353,11525
"2353","Turkey",2011,68034357,1148,1.68738274398625,12237
"2354","Turkey",2012,68976439,1450,2.10216708925783,12671
"2355","Turkey",2013,69880352,1810,2.59014150358029,13603
"2356","Turkey",2014,70931420,1617,2.27966675416903,13170
"2357","Turkey",2015,71880464,1532,2.13131623635596,11961
"2358","Turkey",2019,1001780208,3406,0.339994738646304,9121.515167
"2359","Turkmenistan",1987,2859100,272,9.51348326396418,815
"2360","Turkmenistan",1988,2926300,270,9.22666848921847,1029
"2361","Turkmenistan",1989,2999000,253,8.43614538179393,1003
"2362","Turkmenistan",1990,3079800,298,9.67595298396,1036
"2363","Turkmenistan",1991,3162500,273,8.63241106719368,1014
"2364","Turkmenistan",1992,3252900,271,8.33102769836146,984
"2365","Turkmenistan",1993,3331100,240,7.20482723424695,954
"2366","Turkmenistan",1994,3423100,234,6.83590897140019,748
"2367","Turkmenistan",1995,3818200,244,6.3904457597821,650
"2368","Turkmenistan",1996,3913000,283,7.23230258113979,608
"2369","Turkmenistan",1997,4006400,333,8.31170127795527,612
"2370","Turkmenistan",1998,4099200,405,9.87997658079625,636
"2371","Turkmenistan",1999,3958754,442,11.1651292300557,619
"2372","Turkmenistan",2000,4026478,383,9.51203508376303,721
"2373","Turkmenistan",2001,4095981,445,10.8643082084609,863
"2374","Turkmenistan",2002,4143692,416,10.0393562069768,1077
"2375","Turkmenistan",2003,4177740,377,9.02401777037346,1431
"2376","Turkmenistan",2004,4211000,392,9.30895274281643,1624
"2377","Turkmenistan",2005,4252530,468,11.0052133671015,1906
"2378","Turkmenistan",2006,4287650,506,11.8013363963943,2397
"2379","Turkmenistan",2007,4342657,354,8.15169146446519,2916
"2380","Turkmenistan",2008,4412135,484,10.9697459393242,4368
"2381","Turkmenistan",2009,4484467,165,3.67936702399639,4508
"2382","Turkmenistan",2010,4551185,178,3.91106931491469,4962
"2383","Turkmenistan",2011,4626095,130,2.81014548987861,6319
"2384","Turkmenistan",2012,4690058,138,2.9423943158059,7498
"2385","Turkmenistan",2013,4748055,101,2.12718681649644,8255
"2386","Turkmenistan",2014,4811227,136,2.82672174894263,9046
"2387","Turkmenistan",2015,4886514,133,2.72177671035016,7326
"2388","Ukraine",1987,47374200,10050,21.2140785490837,1353
"2389","Ukraine",1988,47549900,9751,20.5068780375984,1571
"2390","Ukraine",1989,47761700,10887,22.7944147716685,1732
"2391","Ukraine",1990,47971600,10645,22.1902125424209,1698
"2392","Ukraine",1991,48200600,10700,22.1988937897039,1607
"2393","Ukraine",1992,48487300,11666,24.0599084708779,1525
"2394","Ukraine",1993,48680500,12469,25.6139521985189,1349
"2395","Ukraine",1994,48619000,13826,28.437442152245,1081
"2396","Ukraine",1995,48415300,14541,30.0338942441749,996
"2397","Ukraine",1996,48174500,15160,31.4689306583358,925
"2398","Ukraine",1997,47923000,14903,31.097802725205,1046
"2399","Ukraine",1998,47675400,14789,31.0201907063181,879
"2400","Ukraine",1999,47415400,14363,30.2918461090701,666
"2401","Ukraine",2000,47125400,14467,30.6989436694437,663
