"","country","year","total_pop","total_suicides","suicide_rate","gdp"
"2402","Ukraine",2001,46805969,13131,28.0541142092369,812
"2403","Ukraine",2002,46060017,12536,27.2166638583742,920
"2404","Ukraine",2003,45697383,12313,26.9446502002095,1097
"2405","Ukraine",2004,45322826,11256,24.8351680453465,1432
"2406","Ukraine",2005,44939270,10621,23.6341177771691,1917
"2407","Ukraine",2006,44560034,10013,22.4708087071926,2418
"2408","Ukraine",2007,44198672,10032,22.6975145316583,3229
"2409","Ukraine",2008,43856123,9454,21.5568530761372,4104
"2410","Ukraine",2009,43557944,9715,22.30362388087,2691
"2411","Ukraine",2010,43296809,9089,20.9923091560858,3141
"2412","Ukraine",2011,43074791,8973,20.8312096047082,3788
"2413","Ukraine",2012,42915935,9058,21.1063792505045,4096
"2414","Ukraine",2014,40464165,7968,19.6914974027019,3299
"2415","Ukraine",2015,40345446,7574,18.7728746386891,2256
"2416","Ukraine",2017,537973620,6610,1.22868478197872,2638.326055
"2417","Ukraine",2018,535470216,5876,1.09735328397798,3096.561697
"2418","Ukraine",2019,532634436,5817,1.09211864776989,3661.456204
"2419","United Arab Emirates",2005,4280433,96,2.24276375777871,42196
"2420","United Arab Emirates",2006,4923879,90,1.82782720696427,45110
"2421","United Arab Emirates",2007,5695389,101,1.77336438301229,45285
"2422","United Arab Emirates",2008,6510358,100,1.53601384132793,48457
"2423","United Arab Emirates",2009,7252480,124,1.70975997176138,34960
"2424","United Arab Emirates",2010,7839736,111,1.41586400358379,36964
"2425","United Kingdom",1985,53006535,5105,9.63088796504054,9231
"2426","United Kingdom",1986,53119533,4839,9.10964333967319,11323
"2427","United Kingdom",1987,53239668,4594,8.62890429744979,13996
"2428","United Kingdom",1988,53310780,4971,9.3245681267466,17072
"2429","United Kingdom",1989,53425129,4361,8.1628254000098,17349
"2430","United Kingdom",1990,53557854,4643,8.66913002152775,20411
"2431","United Kingdom",1991,53903427,4547,8.43545624659449,21201
"2432","United Kingdom",1992,54076358,4628,8.55826866151008,21815
"2433","United Kingdom",1993,54283982,4462,8.21973598031183,19553
"2434","United Kingdom",1994,54497293,4380,8.03709644807495,20927
"2435","United Kingdom",1995,54746964,4315,7.8817155961379,24389
"2436","United Kingdom",1996,55012207,4165,7.57104691327872,25609
"2437","United Kingdom",1997,55266635,4143,7.49638547742232,28091
"2438","United Kingdom",1998,55527379,4389,7.90420884083147,29508
"2439","United Kingdom",1999,55833339,4448,7.96656635563207,29832
"2440","United Kingdom",2000,56133909,4290,7.6424394388782,29358
"2441","United Kingdom",2001,55571993,4128,7.4282021881058,29179
"2442","United Kingdom",2002,55908944,4117,7.36375918672333,31630
"2443","United Kingdom",2003,56171771,3979,7.08362924857755,36289
"2444","United Kingdom",2004,56455011,4183,7.40943970412122,42486
"2445","United Kingdom",2005,56809024,4047,7.12386820798048,44372
"2446","United Kingdom",2006,57091129,4122,7.22003588333312,47163
"2447","United Kingdom",2007,57382757,3897,6.79123869910956,53576
"2448","United Kingdom",2008,57683372,4259,7.38341024862416,50111
"2449","United Kingdom",2009,58013559,4246,7.31897865462796,41074
"2450","United Kingdom",2010,58403529,4188,7.17079955904719,41798
"2451","United Kingdom",2011,58881852,4393,7.46070283251281,44491
"2452","United Kingdom",2012,59708630,4444,7.44281019343435,44585
"2453","United Kingdom",2013,60091793,4824,8.02771852722051,45594
"2454","United Kingdom",2014,60570482,4788,7.90484051290858,49906
"2455","United Kingdom",2015,61082942,4910,8.03825067888839,47240
"2456","United Kingdom",2017,792706308,4580,0.57776757341005,40857.75558
"2457","United Kingdom",2018,797524128,5016,0.628946488751247,43646.95197
"2458","United Kingdom",2019,802035924,5837,0.727772887140651,43070.49836
"2459","United States",1985,220723000,29446,13.3407030531481,19693
"2460","United States",1986,222953000,30892,13.8558350863186,20588
"2461","United States",1987,225148000,30783,13.6723399719296,21631
"2462","United States",1988,227353000,30388,13.3659991291076,23103
"2463","United States",1989,229487000,30218,13.1676304104372,24654
"2464","United States",1990,229952200,30895,13.4354009224526,26004
"2465","United States",1991,232955000,30790,13.2171449421562,26503
"2466","United States",1992,235565600,30471,12.9352503081944,27760
"2467","United States",1993,238092300,31084,13.0554411041432,28891
"2468","United States",1994,240614100,31123,12.9348196967676,30375
"2469","United States",1995,243164200,31272,12.8604457399568,31518
"2470","United States",1996,245997800,30879,12.552551282979,32928
"2471","United States",1997,248486400,30517,12.2811550249833,34644
"2472","United States",1998,251332500,30558,12.158395750649,36164
"2473","United States",1999,253748671,29183,11.5007498896418,38072
"2474","United States",2000,262246108,29343,11.1891079047015,39218
"2475","United States",2001,265427546,30607,11.5312070888076,40018
"2476","United States",2002,268759559,31645,11.7744649223807,40845
"2477","United States",2003,271041510,31477,11.613350294573,42468
"2478","United States",2004,273584136,32428,11.8530264488728,44867
"2479","United States",2005,276106680,32629,11.8175337155914,47423
"2480","United States",2006,278980848,33292,11.9334356600708,49666
"2481","United States",2007,280658606,34596,12.326719815604,51585
"2482","United States",2008,282355565,36030,12.7605064203357,52128
"2483","United States",2009,285162662,36900,12.9399830052084,50563
"2484","United States",2010,287839149,38362,13.3275824825344,51989
"2485","United States",2011,290313825,39508,13.6087215274712,53452
"2486","United States",2012,292827128,40596,13.8634696441103,55170
"2487","United States",2013,295322862,41143,13.9315323308766,56520
"2488","United States",2014,297749735,42769,14.3640765960715,58531
"2489","United States",2015,300078511,44189,14.7258128723519,60387
"2490","United States of America",2017,3901465536,15907,0.407718583009931,60109.65573
"2491","United States of America",2018,3922058388,16160,0.412028542192116,63064.41841
"2492","United States of America",2019,3939959436,14569,0.369775380601152,65279.52903
"2493","United States of America",2020,3978012960,14577,0.366439228493615,63593.44362
"2494","Uruguay",1985,2737400,287,10.4844012566669,1729
"2495","Uruguay",1986,2757600,262,9.501015375689,2132
"2496","Uruguay",1987,2778900,258,9.28424916333801,2651
"2497","Uruguay",1988,2799600,268,9.57279611373053,2934
"2498","Uruguay",1989,2820700,344,12.1955542950331,2992
"2499","Uruguay",1990,2834000,315,11.1150317572336,3281
"2500","Uruguay",1993,2896228,418,14.4325653919512,5180
"2501","Uruguay",1994,2920296,406,13.9027002742188,5984
"2502","Uruguay",1995,2943816,427,14.504982648372,6555
"2503","Uruguay",1996,2967278,393,13.2444617592285,6914
"2504","Uruguay",1997,2991662,456,15.242363609258,8012
"2505","Uruguay",1998,3014887,521,17.280913015977,8420
"2506","Uruguay",1999,3034833,450,14.827834019203,7903
"2507","Uruguay",2000,3050169,555,18.195713089996,7483
"2508","Uruguay",2001,3061024,499,16.3017343215865,6827
"2509","Uruguay",2002,3065257,675,22.0209920407979,4439
"2510","Uruguay",2003,3065772,535,17.4507432385709,3929
"2511","Uruguay",2004,3066489,520,16.957504168448,4463
"2512","Uruguay",2005,3070178,498,16.2205578959917,5655
"2513","Uruguay",2006,3077445,528,17.1570897286548,6362
"2514","Uruguay",2007,3087957,576,18.653109483066,7581
"2515","Uruguay",2008,3100791,523,16.8666640221801,9793
"2516","Uruguay",2009,3114306,511,16.4081500019587,10166
"2517","Uruguay",2010,3127306,547,17.4910929726736,12882
"2518","Uruguay",2012,3151939,599,19.0041748904405,16264
"2519","Uruguay",2013,3164670,546,17.2529837234214,18179
"2520","Uruguay",2014,3177645,591,18.5986792105474,18012
"2521","Uruguay",2015,3190795,630,19.7442957006013,16696
"2522","Uruguay",2017,41066400,688,1.67533555412697,18690.89384
"2523","Uruguay",2018,41124504,709,1.72403295125456,18703.86029
"2524","Uruguay",2019,41140908,723,1.75737492230361,17688.01501
"2525","Uzbekistan",1990,17165700,1459,8.49950773927076,778
"2526","Uzbekistan",1991,17347800,1393,8.02983663634582,788
"2527","Uzbekistan",1992,18257000,1344,7.36155994960837,709
"2528","Uzbekistan",1993,18509300,1355,7.32064421669107,708
"2529","Uzbekistan",1994,19144700,1419,7.4119730264773,674
"2530","Uzbekistan",1995,19599000,1485,7.57691718965253,681
"2531","Uzbekistan",1996,19854500,1699,8.55725402301745,703
"2532","Uzbekistan",1997,20364300,1554,7.63100131111799,724
"2533","Uzbekistan",1998,20861200,1620,7.7656127164305,719
"2534","Uzbekistan",1999,21329916,1795,8.41541054357645,801
"2535","Uzbekistan",2000,21789067,1919,8.80716921013644,632
"2536","Uzbekistan",2001,22231527,1914,8.60939511712353,513
"2537","Uzbekistan",2002,22632256,1576,6.96351260784608,428
"2538","Uzbekistan",2003,22982883,1416,6.16110694206641,441
"2539","Uzbekistan",2004,23300841,1251,5.36890492493383,516
"2540","Uzbekistan",2005,23600347,1221,5.17365274332619,606
"2541","Uzbekistan",2009,25288102,1399,5.53224595503451,1332
"2542","Uzbekistan",2010,25651783,1464,5.70720561607745,1533
"2543","Uzbekistan",2011,25978049,1640,6.31302219808732,1767
"2544","Uzbekistan",2012,26381830,1835,6.95554478214741,1964
"2545","Uzbekistan",2013,26838924,1950,7.26556698025599,2150
"2546","Uzbekistan",2014,27313507,2095,7.67019775234282,2309
"2547","Uzbekistan",2017,388663200,2417,0.621875186536827,1916.764642
"2548","Uzbekistan",2018,395473200,2278,0.576018804814081,1597.068337
"2549","Uzbekistan",2019,402964200,2318,0.575237204694611,1784.009816
