,country,year,sex,total_pop,total_suicides,suicide_rate,gdp
2825,Luxembourg,1997,female,200500,21,10.47381546,50260
2826,Luxembourg,1997,male,192100,60,31.23373243,50260
2827,Luxembourg,1998,female,202969,16,7.882977203,50788
2828,Luxembourg,1998,male,194946,48,24.62220307,50788
2829,Luxembourg,1999,female,205728,21,10.20765282,55054
2830,Luxembourg,1999,male,198162,49,24.72724337,55054
2831,Luxembourg,2000,female,208844,15,7.182394515,51841
2832,Luxembourg,2000,male,201320,47,23.34591695,51841
2833,Luxembourg,2001,female,210560,23,10.92325228,51391
2834,Luxembourg,2001,male,203370,50,24.58573044,51391
2835,Luxembourg,2002,female,212607,22,10.34773079,56484
2836,Luxembourg,2002,male,205499,63,30.65708349,56484
2837,Luxembourg,2003,female,215220,8,3.717126661,69768
2838,Luxembourg,2003,male,208434,40,19.19072704,69768
2839,Luxembourg,2004,female,218164,17,7.792303038,80639
2840,Luxembourg,2004,male,211964,45,21.23002019,80639
2841,Luxembourg,2005,female,221635,10,4.511922756,85397
2842,Luxembourg,2005,male,215703,39,18.08041613,85397
2843,Luxembourg,2006,female,225320,18,7.988638381,95351
2844,Luxembourg,2006,male,219501,47,21.41220313,95351
2845,Luxembourg,2007,female,228792,25,10.92695549,112581
2846,Luxembourg,2007,male,223220,53,23.74339217,112581
2847,Luxembourg,2008,female,232706,8,3.437814238,121315
2848,Luxembourg,2008,male,227665,35,15.3734654,121315
2849,Luxembourg,2009,female,236760,12,5.06842372,109483
2850,Luxembourg,2009,male,232449,36,15.48726817,109483
2851,Luxembourg,2010,female,240811,11,4.567897646,111328
2852,Luxembourg,2010,male,237168,43,18.13060784,111328
2853,Luxembourg,2011,female,245722,18,7.325351413,122729
2854,Luxembourg,2011,male,243196,37,15.21406602,122729
2855,Luxembourg,2012,female,251233,12,4.776442585,113120
2856,Luxembourg,2012,male,249811,39,15.61180252,113120
2857,Luxembourg,2013,female,256679,16,6.233466704,120423
2858,Luxembourg,2013,male,256010,24,9.374633803,120423
2859,Luxembourg,2014,female,262502,15,5.714242177,126352
2860,Luxembourg,2014,male,262438,52,19.81420374,126352
2861,Luxembourg,2015,female,268532,19,7.07550683,107456
2862,Luxembourg,2015,male,269216,45,16.71520266,107456
2863,Luxembourg,2017,female,3578016,15,0.419226745,109921.0314
2864,Luxembourg,2017,male,3578016,38,1.062041086,109921.0314
2865,Luxembourg,2018,female,3647700,13,0.356388957,117197.4817
2866,Luxembourg,2018,male,3647700,29,0.79502152,117197.4817
2867,Luxembourg,2019,female,3720006,21,0.564515219,113218.7133
2868,Luxembourg,2019,male,3720006,47,1.263438822,113218.7133
2869,Macau,1994,female,178707,12,6.714902046,18081
2870,Macau,1994,male,167835,15,8.937349182,18081
2871,Maldives,2000,female,122358,0,0,2524
2872,Maldives,2000,male,125029,0,0,2524
2873,Maldives,2001,female,125377,1,0.797594455,3406
2874,Maldives,2001,male,130126,2,1.536971858,3406
2875,Maldives,2002,female,128226,1,0.779873037,3401
2876,Maldives,2002,male,135521,2,1.475786041,3401
2877,Maldives,2003,female,130955,1,0.763621091,3867
2878,Maldives,2003,male,141155,3,2.125323226,3867
2879,Maldives,2004,female,133600,1,0.748502994,4373
2880,Maldives,2004,male,146926,0,0,4373
2881,Maldives,2005,female,136196,0,0,4026
2882,Maldives,2005,male,152740,1,0.654707346,4026
2883,Maldives,2007,female,141185,2,1.416581082,6115
2884,Maldives,2007,male,164351,3,1.825361574,6115
2885,Maldives,2008,female,143697,0,0,7236
2886,Maldives,2008,male,170227,0,0,7236
2887,Maldives,2010,female,148879,0,0,7806
2888,Maldives,2010,male,182680,1,0.547405299,7806
2889,Maldives,2011,female,151504,0,0,8135
2890,Maldives,2011,male,189514,2,1.055331005,8135
2891,Maldives,2017,female,2834652,0,0,9577.346946
2892,Maldives,2017,male,2834652,0,0,9577.346946
2893,Maldives,2018,female,2938548,0,0,10279.07998
2894,Maldives,2018,male,2938548,2,0.068060825,10279.07998
2895,Maldives,2019,female,3027048,0,0,10561.61351
2896,Maldives,2019,male,3027048,4,0.132141942,10561.61351
2897,Malta,1985,female,158400,0,0,3639
2898,Malta,1985,male,148800,2,1.344086022,3639
2899,Malta,1986,female,160700,1,0.622277536,4544
2900,Malta,1986,male,155100,0,0,4544
2901,Malta,1987,female,161600,0,0,5517
2902,Malta,1987,male,155800,1,0.641848524,5517
2903,Malta,1988,female,163200,1,0.612745098,6295
2904,Malta,1988,male,157600,8,5.076142132,6295
2905,Malta,1989,female,164600,5,3.037667072,6539
2906,Malta,1989,male,159400,18,11.2923463,6539
2907,Malta,1990,female,166300,0,0,7780
2908,Malta,1990,male,161100,8,4.965859714,7780
2909,Malta,1991,female,168000,1,0.595238095,8313
2910,Malta,1991,male,162800,9,5.528255528,8313
2911,Malta,1992,female,169500,6,3.539823009,9040
2912,Malta,1992,male,164800,12,7.281553398,9040
2913,Malta,1993,female,171100,7,4.091174752,8022
2914,Malta,1993,male,166600,9,5.402160864,8022
2915,Malta,1994,female,173200,3,1.732101617,8775
2916,Malta,1994,male,168500,12,7.121661721,8775
2917,Malta,1995,female,174600,6,3.436426117,9974
2918,Malta,1995,male,170300,11,6.459189665,9974
2919,Malta,1996,female,176100,1,0.567859171,10254
2920,Malta,1996,male,172100,9,5.229517722,10254
2921,Malta,1997,female,177400,4,2.254791432,10575
2922,Malta,1997,male,173000,11,6.358381503,10575
2923,Malta,1998,female,178700,1,0.55959709,11103
2924,Malta,1998,male,174700,11,6.2965083,11103
2925,Malta,1999,female,179700,5,2.782415136,11607
2926,Malta,1999,male,175900,22,12.50710631,11607
2927,Malta,2000,female,183436,6,3.270895571,11873
2928,Malta,2000,male,179240,17,9.484490069,11873
2929,Malta,2001,female,187527,7,3.732795811,11691
2930,Malta,2001,male,183014,23,12.56734457,11691
2931,Malta,2002,female,189363,8,4.224690145,12524
2932,Malta,2002,male,185093,11,5.942958405,12524
2933,Malta,2003,female,190926,3,1.5712894,14444
2934,Malta,2003,male,186859,17,9.097768906,14444
2935,Malta,2004,female,192453,10,5.196073847,15916
2936,Malta,2004,male,188465,14,7.428434988,15916
2937,Malta,2005,female,193987,3,1.546495384,16648
2938,Malta,2005,male,190124,16,8.415560371,16648
2939,Malta,2006,female,194752,5,2.567367729,17504
2940,Malta,2006,male,191286,21,10.97832565,17504
2941,Malta,2007,female,195321,1,0.511977719,20333
2942,Malta,2007,male,192260,25,13.0032248,20333
2943,Malta,2008,female,196458,2,1.018029299,23007
2944,Malta,2008,male,193737,12,6.193963982,23007
2945,Malta,2009,female,197777,3,1.516859898,21695
2946,Malta,2009,male,195325,33,16.89491873,21695
2947,Malta,2010,female,198823,2,1.005919838,22132
2948,Malta,2010,male,196126,29,14.78641282,22132
2949,Malta,2011,female,199666,0,0,23984
2950,Malta,2011,male,196757,20,10.1648226,23984
2951,Malta,2012,female,200825,6,2.987675837,23074
2952,Malta,2012,male,198313,19,9.580814168,23074
2953,Malta,2013,female,202191,1,0.494581856,25191
2954,Malta,2013,male,200537,21,10.47188299,25191
2955,Malta,2014,female,203697,5,2.454626234,27634
2956,Malta,2014,male,202828,27,13.31177155,27634
2957,Malta,2015,female,205464,7,3.406922867,25750
2958,Malta,2015,male,205173,27,13.15962627,25750
2959,Malta,2017,female,2807994,5,0.178063059,28250.69777
2960,Malta,2017,male,2807994,20,0.712252234,28250.69777
2961,Mauritius,1985,female,441600,36,8.152173913,1223
2962,Mauritius,1985,male,441800,68,15.3915799,1223
2963,Mauritius,1986,female,449200,8,1.7809439,1636
2964,Mauritius,1986,male,448900,20,4.455335264,1636
2965,Mauritius,1987,female,457600,53,11.58216783,2073
2966,Mauritius,1987,male,453700,87,19.17566674,2073
2967,Mauritius,1988,female,464900,56,12.0456012,2317
2968,Mauritius,1988,male,460100,111,24.12519018,2317
2969,Mauritius,1989,female,470000,37,7.872340426,2349
2970,Mauritius,1989,male,462900,107,23.11514366,2349
2971,Mauritius,1990,female,473800,56,11.81933305,2820
2972,Mauritius,1990,male,467300,91,19.47357158,2820
2973,Mauritius,1991,female,470500,43,9.139213603,3045
2974,Mauritius,1991,male,467600,94,20.10265184,3045
2975,Mauritius,1992,female,474300,46,9.698503057,3400
2976,Mauritius,1992,male,474000,100,21.09704641,3400
2977,Mauritius,1993,female,478600,45,9.402423736,3405
2978,Mauritius,1993,male,479700,93,19.38711695,3405
2979,Mauritius,1994,female,486500,22,4.522096608,3658
2980,Mauritius,1994,male,486300,107,22.00287888,3658
2981,Mauritius,1995,female,491000,32,6.517311609,4115
2982,Mauritius,1995,male,490900,115,23.42635975,4115
2983,Mauritius,1996,female,497800,36,7.231820008,4444
2984,Mauritius,1996,male,497200,117,23.53177796,4444
2985,Mauritius,1997,female,506100,20,3.951788184,4139
2986,Mauritius,1997,male,505600,102,20.17405063,4139
2987,Mauritius,1998,female,513700,41,7.98131205,4063
2988,Mauritius,1998,male,512600,114,22.23956301,4063
2989,Mauritius,1999,female,522200,54,10.34086557,4117
2990,Mauritius,1999,male,520200,120,23.06805075,4117
2991,Mauritius,2000,female,533800,30,5.620082428,4339
2992,Mauritius,2000,male,522273,107,20.48736963,4339
2993,Mauritius,2001,female,540578,37,6.844525674,4244
2994,Mauritius,2001,male,528369,76,14.38388702,4244
2995,Mauritius,2002,female,546484,29,5.306651247,4415
2996,Mauritius,2002,male,533271,102,19.1272355,4415
2997,Mauritius,2003,female,553099,24,4.339187017,5136
2998,Mauritius,2003,male,539135,64,11.87086722,5136
2999,Mauritius,2004,female,558761,22,3.937282666,5789
3000,Mauritius,2004,male,544330,75,13.77840648,5789
3001,Mauritius,2005,female,564335,23,4.075593398,5641
3002,Mauritius,2005,male,549607,79,14.37390717,5641
3003,Mauritius,2006,female,570301,29,5.085034043,6246
3004,Mauritius,2006,male,555000,89,16.03603604,6246
3005,Mauritius,2007,female,575526,30,5.212622888,7179
3006,Mauritius,2007,male,559707,97,17.33049613,7179
3007,Mauritius,2008,female,581472,12,2.063727918,8716
3008,Mauritius,2008,male,564786,72,12.74819135,8716
3009,Mauritius,2009,female,585984,23,3.925021844,7873
3010,Mauritius,2009,male,573567,92,16.03997441,7873
3011,Mauritius,2010,female,591617,22,3.718622014,8587
3012,Mauritius,2010,male,573314,76,13.25626097,8587
3013,Mauritius,2011,female,596187,23,3.85784997,9817
3014,Mauritius,2011,male,577165,95,16.45976454,9817
3015,Mauritius,2012,female,600082,26,4.332741192,9884
3016,Mauritius,2012,male,580465,89,15.33253512,9884
3017,Mauritius,2013,female,580273,15,2.584990168,10572
3018,Mauritius,2013,male,567117,83,14.63542796,10572
3019,Mauritius,2014,female,582353,24,4.121211705,11120
3020,Mauritius,2014,male,569071,96,16.86959975,11120
3021,Mauritius,2015,female,584173,26,4.45073634,10125
3022,Mauritius,2015,male,570675,78,13.66802471,10125
3023,Mauritius,2016,female,504173,15,2.975169238,10570
3024,Mauritius,2016,male,488259,83,16.99917462,10570
3025,Mauritius,2017,female,7587678,25,0.329481562,10484.90836
3026,Mauritius,2017,male,7587678,81,1.067520261,10484.90836
3027,Mauritius,2018,female,7591818,27,0.355646039,11208.34382
3028,Mauritius,2018,male,7591818,80,1.053766041,11208.34382
3029,Mauritius,2019,female,7594266,16,0.210685272,11097.16898
3030,Mauritius,2019,male,7594266,106,1.395789929,11097.16898
3031,Mauritius,2020,female,7594440,17,0.223847973,8627.843157
3032,Mauritius,2020,male,7594440,118,1.553768283,8627.843157
3033,Mexico,1985,female,33840000,265,0.783096927,2730
3034,Mexico,1985,male,33726000,1279,3.792326395,2730
3035,Mexico,1986,female,34619300,269,0.777023221,1873
3036,Mexico,1986,male,34504200,1445,4.187895966,1873
3037,Mexico,1987,female,34088100,285,0.836068892,2064
3038,Mexico,1987,male,33860000,1416,4.181925576,2064
3039,Mexico,1988,female,34952000,280,0.80109865,2630
3040,Mexico,1988,male,34694000,1423,4.101573759,2630
3041,Mexico,1989,female,35825000,285,0.795533845,3125
3042,Mexico,1989,male,35534000,1580,4.446445658,3125
3043,Mexico,1990,female,36700900,278,0.757474612,3595
3044,Mexico,1990,male,36376000,1648,4.530459644,3595
3045,Mexico,1991,female,37578000,314,0.835595295,4204
3046,Mexico,1991,male,37218300,1789,4.806775162,4204
3047,Mexico,1992,female,38081100,338,0.887579403,4830
3048,Mexico,1992,male,37204700,1899,5.104193825,4830
3049,Mexico,1993,female,38875500,331,0.851435994,6518
3050,Mexico,1993,male,37951300,2011,5.298896217,6518
3051,Mexico,1994,female,39672900,393,0.990600637,6735
3052,Mexico,1994,male,38701200,2195,5.67165876,6735
3053,Mexico,1995,female,40473300,443,1.094548752,4505
3054,Mexico,1995,male,39453800,2434,6.169240986,4505
3055,Mexico,1996,female,42339570,494,1.166757244,4904
3056,Mexico,1996,male,41462724,2514,6.063277463,4904
3057,Mexico,1997,female,43109043,539,1.250317712,5864
3058,Mexico,1997,male,42231837,2811,6.656115859,5864
3059,Mexico,1998,female,43846755,510,1.163141947,6064
3060,Mexico,1998,male,42978923,2802,6.519474674,6064
3061,Mexico,1999,female,44564365,508,1.139924242,6800
3062,Mexico,1999,male,43707612,2819,6.449677461,6800
3063,Mexico,2000,female,45273122,537,1.186134237,7892
3064,Mexico,2000,male,44421671,2919,6.571117057,7892
3065,Mexico,2001,female,45948892,672,1.46249446,8311
3066,Mexico,2001,male,45103822,3088,6.846426451,8311
3067,Mexico,2002,female,46621484,656,1.407076617,8357
3068,Mexico,2002,male,45772832,3170,6.925505505,8357
3069,Mexico,2003,female,47308985,694,1.466951785,7779
3070,Mexico,2003,male,46449874,3376,7.268049855,7779
3071,Mexico,2004,female,48030275,675,1.405363596,8217
3072,Mexico,2004,male,47162793,3381,7.168786632,8217
3073,Mexico,2005,female,48798775,730,1.495939191,9071
3074,Mexico,2005,male,47931233,3544,7.393926211,9071
3075,Mexico,2006,female,49677364,709,1.427209383,9906
3076,Mexico,2006,male,48791475,3521,7.216424591,9906
3077,Mexico,2007,female,50584998,762,1.506375467,10496
3078,Mexico,2007,male,49709299,3523,7.087205153,10496
3079,Mexico,2008,female,51508653,860,1.669622384,10864
3080,Mexico,2008,male,50661934,3782,7.46517099,10864
3081,Mexico,2009,female,52430411,966,1.842442166,8651
3082,Mexico,2009,male,51613931,4057,7.860280977,8651
3083,Mexico,2010,female,53336733,900,1.687392439,9991
3084,Mexico,2010,male,52539128,3958,7.533432987,9991
3085,Mexico,2011,female,54210107,1071,1.975646349,10965
3086,Mexico,2011,male,53444993,4487,8.395547923,10965
3087,Mexico,2012,female,55063134,1051,1.908718091,10982
3088,Mexico,2012,male,54305631,4330,7.973390457,10982
3089,Mexico,2013,female,55902257,1043,1.865756511,11478
3090,Mexico,2013,male,55134451,4668,8.466575644,11478
3091,Mexico,2014,female,56736919,1228,2.164375545,11663
3092,Mexico,2014,male,55955670,4950,8.846288499,11663
3093,Mexico,2015,female,57572745,1248,2.167692369,10228
3094,Mexico,2015,male,56785139,4986,8.780466312,10228
3095,Mexico,2017,female,737035548,1201,0.162950078,9287.849587
3096,Mexico,2017,male,737035548,5332,0.723438647,9287.849587
3097,Mexico,2018,female,744083166,1248,0.167723187,9686.984927
3098,Mexico,2018,male,744083166,5339,0.71752732,9686.984927
3099,Mexico,2019,female,750511866,1297,0.172815389,9950.45008
3100,Mexico,2019,male,750511866,5406,0.720308398,9950.45008
3101,Mexico,2020,female,755989812,1415,0.187171835,8329.271313
3102,Mexico,2020,male,755989812,5576,0.737576077,8329.271313
3103,Mongolia,2016,female,1119571,52,4.644636204,4145
3104,Mongolia,2016,male,1048018,371,35.40015534,4145
3105,Montenegro,2000,female,294375,0,0,1701
3106,Montenegro,2000,male,284293,0,0,1701
3107,Montenegro,2001,female,294375,0,0,2004
3108,Montenegro,2001,male,284293,0,0,2004
3109,Montenegro,2002,female,294375,0,0,2220
3110,Montenegro,2002,male,284293,0,0,2220
3111,Montenegro,2003,female,295006,0,0,2946
3112,Montenegro,2003,male,284682,0,0,2946
3113,Montenegro,2004,female,296190,0,0,3565
3114,Montenegro,2004,male,285433,0,0,3565
3115,Montenegro,2005,female,297170,36,12.11427802,3870
3116,Montenegro,2005,male,286062,82,28.66511456,3870
3117,Montenegro,2006,female,298106,0,0,4654
3118,Montenegro,2006,male,286779,0,0,4654
3119,Montenegro,2007,female,299228,32,10.69418637,6268
3120,Montenegro,2007,male,288016,89,30.90106105,6268
3121,Montenegro,2008,female,300478,46,15.30894109,7705
3122,Montenegro,2008,male,289475,80,27.63623802,7705
3123,Montenegro,2009,female,301606,30,9.946751722,7023
3124,Montenegro,2009,male,290628,77,26.49435017,7023
3125,Montenegro,2017,female,3734238,16,0.428467602,7784.06529
3126,Montenegro,2017,male,3734238,44,1.178285905,7784.06529
3127,Montenegro,2019,female,3732168,10,0.267940779,8910.650834
3128,Montenegro,2019,male,3732168,25,0.669851947,8910.650834
3129,Netherlands,1985,female,6897600,590,8.553699838,10428
3130,Netherlands,1985,male,6720700,1048,15.59361376,10428
3131,Netherlands,1986,female,6938800,606,8.733498588,14479
3132,Netherlands,1986,male,6756700,998,14.77052407,14479
3133,Netherlands,1987,female,6981500,621,8.894936618,17560
3134,Netherlands,1987,male,6795500,995,14.64204253,17560
3135,Netherlands,1988,female,7022600,558,7.945775069,18661
3136,Netherlands,1988,male,6833100,965,14.12243345,18661
3137,Netherlands,1989,female,7061200,567,8.029796635,18310
3138,Netherlands,1989,male,6868100,953,13.87574438,18310
3139,Netherlands,1990,female,7103800,541,7.615642332,22425
3140,Netherlands,1990,male,6910500,909,13.15389624,22425
3141,Netherlands,1991,female,7152900,578,8.080638622,22906
3142,Netherlands,1991,male,6961900,1033,14.83790345,22906
3143,Netherlands,1992,female,7203900,546,7.579227918,25205
3144,Netherlands,1992,male,7013000,1041,14.8438614,25205
3145,Netherlands,1993,female,7252600,535,7.37666492,24385
3146,Netherlands,1993,male,7061000,1020,14.44554596,24385
3147,Netherlands,1994,female,7294900,500,6.854103552,25997
3148,Netherlands,1994,male,7102800,1084,15.26158698,25997
3149,Netherlands,1995,female,7333000,511,6.968498568,30850
3150,Netherlands,1995,male,7141000,1000,14.00364095,30850
3151,Netherlands,1996,female,7374000,534,7.241659886,30625
3152,Netherlands,1996,male,7179700,1043,14.52706938,30625
3153,Netherlands,1997,female,7418400,530,7.144397714,28156
3154,Netherlands,1997,male,7221500,1042,14.42913522,28156
3155,Netherlands,1998,female,7465500,517,6.925189204,29351
3156,Netherlands,1998,male,7269100,1002,13.78437496,29351
3157,Netherlands,1999,female,7513800,503,6.694349064,29799
3158,Netherlands,1999,male,7318200,1016,13.88319532,29799
3159,Netherlands,2000,female,7563123,501,6.624247682,27644
3160,Netherlands,2000,male,7370112,1000,13.56831484,27644
3161,Netherlands,2001,female,7613034,464,6.094810558,28366
3162,Netherlands,2001,male,7425303,1010,13.60213853,28366
3163,Netherlands,2002,female,7657662,507,6.620819775,30757
3164,Netherlands,2002,male,7472656,1063,14.2251965,30757
3165,Netherlands,2003,female,7695747,484,6.289188041,37614
3166,Netherlands,2003,male,7507650,1018,13.55950264,37614
3167,Netherlands,2004,female,7729729,492,6.365035566,42614
3168,Netherlands,2004,male,7536132,1022,13.56133359,42614
3169,Netherlands,2005,female,7760047,500,6.443259944,44289
3170,Netherlands,2005,male,7560548,1074,14.20531951,44289
3171,Netherlands,2006,female,7785922,479,6.152129446,47281
3172,Netherlands,2006,male,7582775,1046,13.79442223,47281
3173,Netherlands,2007,female,7814372,410,5.246742796,54418
3174,Netherlands,2007,male,7611032,944,12.40304863,54418
3175,Netherlands,2008,female,7852870,448,5.704920621,60375
3176,Netherlands,2008,male,7654093,991,12.94732113,60375
3177,Netherlands,2009,female,7897259,462,5.850131039,54988
3178,Netherlands,2009,male,7704917,1068,13.86127845,54988
3179,Netherlands,2010,female,7940767,477,6.006976404,53302
3180,Netherlands,2010,male,7750642,1127,14.54073095,53302
3181,Netherlands,2011,female,7980218,513,6.428395816,56667
3182,Netherlands,2011,male,7791944,1137,14.59199399,56667
3183,Netherlands,2012,female,8013092,570,7.113358988,52334
3184,Netherlands,2012,male,7826411,1186,15.15381699,52334
3185,Netherlands,2013,female,8042154,549,6.82652931,54510
3186,Netherlands,2013,male,7857354,1307,16.63409845,54510
3187,Netherlands,2014,female,8042154,589,7.323908495,55325
3188,Netherlands,2014,male,7857354,1250,15.9086634,55325
3189,Netherlands,2015,female,8114362,591,7.28338223,47206
3190,Netherlands,2015,male,7942980,1282,16.14003812,47206
3191,Netherlands,2016,female,7222268,613,8.487638509,48108
3192,Netherlands,2016,male,7017286,1273,18.14091659,48108
3193,Netherlands,2017,female,102787776,613,0.596374417,48554.99228
3194,Netherlands,2017,male,102787776,1304,1.268633344,48554.99228
3195,Netherlands,2018,female,103389744,653,0.631590692,53018.62936
3196,Netherlands,2018,male,103389744,1177,1.138410789,53018.62936
3197,Netherlands,2019,female,104069244,579,0.55636034,52476.27325
3198,Netherlands,2019,male,104069244,1232,1.183827183,52476.27325
3199,Netherlands,2020,female,104649000,596,0.569522881,52397.11671
3200,Netherlands,2020,male,104649000,1228,1.173446473,52397.11671
3201,New Zealand,1985,female,1528400,83,5.430515572,8246
3202,New Zealand,1985,male,1497400,255,17.02951783,8246
3203,New Zealand,1986,female,1531900,113,7.376460604,10114
3204,New Zealand,1986,male,1494200,301,20.14455896,10114
3205,New Zealand,1987,female,1544500,100,6.474587245,13238
3206,New Zealand,1987,male,1502600,363,24.15812592,13238
3207,New Zealand,1988,female,1550400,103,6.643446852,14890
3208,New Zealand,1988,male,1504800,381,25.31897927,14890
3209,New Zealand,1989,female,1558500,93,5.967276227,14417
3210,New Zealand,1989,male,1505300,372,24.71268186,14417
3211,New Zealand,1990,female,1572900,92,5.849068599,14734
3212,New Zealand,1990,male,1516500,363,23.93669634,14734
3213,New Zealand,1991,female,1635300,94,5.748180762,13345
3214,New Zealand,1991,male,1568600,380,24.22542394,13345
3215,New Zealand,1992,female,1650100,96,5.817829222,12868
3216,New Zealand,1992,male,1585500,397,25.03941974,12868
3217,New Zealand,1993,female,1668600,94,5.63346518,14271
3218,New Zealand,1993,male,1604600,349,21.74996884,14271
3219,New Zealand,1994,female,1691500,103,6.089269879,16615
3220,New Zealand,1994,male,1628000,409,25.12285012,16615
3221,New Zealand,1995,female,1718500,116,6.750072738,18945
3222,New Zealand,1995,male,1655300,429,25.91675225,18945
3223,New Zealand,1996,female,1747400,112,6.409522719,20434
3224,New Zealand,1996,male,1685100,428,25.39908611,20434
3225,New Zealand,1997,female,1766200,121,6.850866267,19041
3226,New Zealand,1997,male,1704000,441,25.88028169,19041
3227,New Zealand,1998,female,1783000,132,7.403252944,16052
3228,New Zealand,1998,male,1719800,442,25.70066287,16052
3229,New Zealand,1999,female,1811350,131,7.232174897,16556
3230,New Zealand,1999,male,1737950,385,22.15253603,16556
3231,New Zealand,2000,female,1826230,83,4.544882079,14725
3232,New Zealand,2000,male,1747460,375,21.45971868,14725
3233,New Zealand,2001,female,1840190,119,6.466723545,14968
3234,New Zealand,2001,male,1758900,389,22.11609529,14968
3235,New Zealand,2002,female,1868550,113,6.047469963,18208
3236,New Zealand,2002,male,1790640,354,19.7694679,18208
3237,New Zealand,2003,female,1901570,141,7.414925562,23663
3238,New Zealand,2003,male,1827850,378,20.68003392,23663
3239,New Zealand,2004,female,1944520,113,5.811202765,27325
3240,New Zealand,2004,male,1857990,382,20.55985231,27325
3241,New Zealand,2005,female,1969610,132,6.701834373,29803
3242,New Zealand,2005,male,1879670,382,20.32271622,29803
3243,New Zealand,2006,female,1996470,139,6.962288439,28628
3244,New Zealand,2006,male,1902130,388,20.39818519,28628
3245,New Zealand,2007,female,2014800,118,5.856660711,34892
3246,New Zealand,2007,male,1920650,376,19.5767058,34892
3247,New Zealand,2008,female,2030310,139,6.846245155,33585
3248,New Zealand,2008,male,1938140,381,19.65802264,33585
3249,New Zealand,2009,female,2049630,118,5.757136654,30259
3250,New Zealand,2009,male,1960350,394,20.09845181,30259
3251,New Zealand,2010,female,2071140,149,7.194105662,36145
3252,New Zealand,2010,male,1984330,387,19.50280447,36145
3253,New Zealand,2011,female,2087520,116,5.556832988,41184
3254,New Zealand,2011,male,2002940,377,18.82233117,41184
3255,New Zealand,2012,female,2101180,145,6.900884265,42756
3256,New Zealand,2012,male,2019690,404,20.00306978,42756
3257,New Zealand,2013,female,2117960,147,6.940640994,46198
3258,New Zealand,2013,male,2011810,366,18.19257286,46198
3259,Nicaragua,2010,female,2602471,77,2.958726533,1715
3260,Nicaragua,2010,male,2504956,274,10.93831588,1715
3261,Nicaragua,2011,female,2638498,93,3.524732632,1888
3262,Nicaragua,2011,male,2539423,276,10.8686107,1888
3263,Nicaragua,2012,female,2675565,82,3.064773235,2006
3264,Nicaragua,2012,male,2575878,234,9.084281165,2006
3265,Nicaragua,2013,female,2713298,75,2.764163759,2062
3266,Nicaragua,2013,male,2613637,276,10.55999743,2062
3267,Nicaragua,2014,female,2750943,70,2.544581985,2199
3268,Nicaragua,2014,male,2651481,241,9.089259927,2199
3269,Nicaragua,2015,female,2787968,85,3.048815481,2303
3270,Nicaragua,2015,male,2688515,230,8.554908565,2303
3271,Nicaragua,2017,female,38883192,76,0.195457204,2159.156714
3272,Nicaragua,2017,male,38883192,261,0.671241188,2159.156714
3273,Nicaragua,2018,female,39433398,75,0.190194109,2014.575189
3274,Nicaragua,2018,male,39433398,273,0.692306557,2014.575189
3275,Nicaragua,2019,female,39983544,76,0.190078198,1926.699694
3276,Nicaragua,2019,male,39983544,268,0.670275751,1926.699694
3277,North Macedonia,2017,female,12447012,32,0.257089814,5450.492881
3278,North Macedonia,2017,male,12447012,79,0.634690478,5450.492881
3279,North Macedonia,2018,female,12457302,25,0.20068551,6108.740108
3280,North Macedonia,2018,male,12457302,91,0.730495255,6108.740108
3281,North Macedonia,2019,female,12460164,24,0.192613837,6070.388054
3282,North Macedonia,2019,male,12460164,83,0.666122854,6070.388054
3283,North Macedonia,2020,female,12435186,23,0.184959035,5917.262575
3284,North Macedonia,2020,male,12435186,82,0.659419168,5917.262575
3285,Norway,1986,female,1982600,160,8.070210834,20117
3286,Norway,1986,male,1929100,419,21.71997304,20117
3287,Norway,1987,female,1991600,163,8.184374372,23980
3288,Norway,1987,male,1937900,486,25.07869343,23980
3289,Norway,1988,female,1999200,198,9.903961585,25820
3290,Norway,1988,male,1947400,510,26.18876451,25820
3291,Norway,1989,female,2003900,179,8.932581466,25945
3292,Norway,1989,male,1951900,481,24.64265587,25945
3293,Norway,1990,female,2007600,171,8.517632995,30240
3294,Norway,1990,male,1953700,488,24.9782464,30240
3295,Norway,1991,female,2013600,176,8.740564164,30678
3296,Norway,1991,male,1959000,499,25.47217968,30678
3297,Norway,1992,female,2022200,167,8.258332509,32793
3298,Norway,1992,male,1967600,449,22.8196788,32793
3299,Norway,1993,female,2033000,141,6.935563207,30066
3300,Norway,1993,male,1977500,449,22.70543616,30066
3301,Norway,1994,female,2044700,152,7.433853377,31520
3302,Norway,1994,male,1988600,379,19.05863422,31520
3303,Norway,1995,female,2056400,137,6.662127991,37483
3304,Norway,1995,male,1999500,411,20.55513878,37483
3305,Norway,1996,female,2067500,128,6.191051995,40098
3306,Norway,1996,male,2010500,389,19.34842079,40098
3307,Norway,1997,female,2079300,146,7.021593806,39335
3308,Norway,1997,male,2022800,387,19.13189638,39335
3309,Norway,1998,female,2092200,149,7.121690087,37334
3310,Norway,1998,male,2037200,399,19.58570587,37334
3311,Norway,1999,female,2106569,153,7.262994946,39013
3312,Norway,1999,male,2053176,430,20.94316318,39013
3313,Norway,2000,female,2109298,132,6.258006218,41099
3314,Norway,2000,male,2059017,409,19.86384765,41099
3315,Norway,2001,female,2131646,138,6.473870427,41281
3316,Norway,2001,male,2083457,411,19.72682902,41281
