,country,year,sex,total_pop,total_suicides,suicide_rate,gdp
1,Albania,1987,female,1316900,25,1.898397752,796
2,Albania,1987,male,1392700,48,3.446542687,796
3,Albania,1988,female,1343600,22,1.637392081,769
4,Albania,1988,male,1420700,41,2.885901316,769
5,Albania,1989,female,1363300,15,1.1002714,833
6,Albania,1989,male,1439800,53,3.681066815,833
7,Albania,1992,female,1423200,14,0.983698707,251
8,Albania,1992,male,1399300,33,2.358322018,251
9,Albania,1993,female,1427400,27,1.891551072,437
10,Albania,1993,male,1379900,46,3.333574897,437
11,Albania,1994,female,1445100,15,1.03799045,697
12,Albania,1994,male,1404200,35,2.492522433,697
13,Albania,1995,female,1473800,34,2.306961596,835
14,Albania,1995,male,1429600,54,3.777280358,835
15,Albania,1996,female,1496000,39,2.606951872,1127
16,Albania,1996,male,1444200,50,3.46212436,1127
17,Albania,1997,female,1528900,52,3.401138073,793
18,Albania,1997,male,1448400,118,8.14692074,793
19,Albania,1998,female,1537300,58,3.772848501,899
20,Albania,1998,male,1475400,96,6.506710045,899
21,Albania,1999,female,1543300,48,3.110218363,1127
22,Albania,1999,male,1486400,91,6.122174381,1127
23,Albania,2000,female,1372400,16,1.165840863,1299
24,Albania,2000,male,1423900,38,2.668726736,1299
25,Albania,2001,female,1408730,35,2.484507322,1451
26,Albania,2001,male,1390619,84,6.0404755,1451
27,Albania,2002,female,1418737,42,2.960379549,1573
28,Albania,2002,male,1400102,91,6.499526463,1573
29,Albania,2003,female,1431674,51,3.562263476,2021
30,Albania,2003,male,1412255,73,5.169038169,2021
31,Albania,2004,female,1447609,57,3.93752733,2544
32,Albania,2004,male,1427382,89,6.23519142,2544
33,Albania,2005,female,1399928,0,0,2931
34,Albania,2005,male,1383392,0,0,2931
35,Albania,2006,female,1397509,0,0,3235
36,Albania,2006,male,1382667,0,0,3235
37,Albania,2007,female,1391852,47,3.376795809,3863
38,Albania,2007,male,1378492,77,5.585814063,3863
39,Albania,2008,female,1384673,61,4.405372243,4672
40,Albania,2008,male,1372386,99,7.213713926,4672
41,Albania,2009,female,1378059,0,0,4387
42,Albania,2009,male,1367676,0,0,4387
43,Albania,2010,female,1371628,35,2.551712272,4359
44,Albania,2010,male,1364397,61,4.470839499,4359
45,Antigua and Barbuda,1985,female,32292,0,0,3850
46,Antigua and Barbuda,1985,male,30282,0,0,3850
47,Antigua and Barbuda,1986,female,31663,0,0,4740
48,Antigua and Barbuda,1986,male,29607,0,0,4740
49,Antigua and Barbuda,1987,female,31185,0,0,5595
50,Antigua and Barbuda,1987,male,29076,0,0,5595
51,Antigua and Barbuda,1988,female,30851,0,0,6693
52,Antigua and Barbuda,1988,male,28713,0,0,6693
53,Antigua and Barbuda,1989,female,30692,0,0,7407
54,Antigua and Barbuda,1989,male,28546,0,0,7407
55,Antigua and Barbuda,1990,female,30729,0,0,7744
56,Antigua and Barbuda,1990,male,28605,1,3.495892327,7744
57,Antigua and Barbuda,1991,female,31236,0,0,7976
58,Antigua and Barbuda,1991,male,29158,0,0,7976
59,Antigua and Barbuda,1992,female,31851,0,0,8087
60,Antigua and Barbuda,1992,male,29890,0,0,8087
61,Antigua and Barbuda,1993,female,32590,0,0,8453
62,Antigua and Barbuda,1993,male,30725,1,3.2546786,8453
63,Antigua and Barbuda,1994,female,33465,0,0,9062
64,Antigua and Barbuda,1994,male,31579,0,0,9062
65,Antigua and Barbuda,1995,female,34464,0,0,8636
66,Antigua and Barbuda,1995,male,32382,0,0,8636
67,Antigua and Barbuda,1998,female,38056,0,0,10078
68,Antigua and Barbuda,1998,male,34169,0,0,10078
69,Antigua and Barbuda,1999,female,39159,0,0,10378
70,Antigua and Barbuda,1999,male,34673,0,0,10378
71,Antigua and Barbuda,2000,female,40089,0,0,11021
72,Antigua and Barbuda,2000,male,35237,2,5.675852087,11021
73,Antigua and Barbuda,2001,female,40681,0,0,10468
74,Antigua and Barbuda,2001,male,35816,2,5.584096493,10468
75,Antigua and Barbuda,2002,female,41116,0,0,10499
76,Antigua and Barbuda,2002,male,36472,0,0,10499
77,Antigua and Barbuda,2003,female,41474,0,0,10878
78,Antigua and Barbuda,2003,male,37184,1,2.689328744,10878
79,Antigua and Barbuda,2004,female,41837,0,0,11535
80,Antigua and Barbuda,2004,male,37885,2,5.279134222,11535
81,Antigua and Barbuda,2005,female,42258,0,0,12649
82,Antigua and Barbuda,2005,male,38551,0,0,12649
83,Antigua and Barbuda,2006,female,42774,0,0,14114
84,Antigua and Barbuda,2006,male,39199,0,0,14114
85,Antigua and Barbuda,2007,female,43358,0,0,15775
86,Antigua and Barbuda,2007,male,39773,1,2.514268474,15775
87,Antigua and Barbuda,2008,female,43987,0,0,16238
88,Antigua and Barbuda,2008,male,40286,0,0,16238
89,Antigua and Barbuda,2009,female,44623,0,0,14335
90,Antigua and Barbuda,2009,male,40782,0,0,14335
91,Antigua and Barbuda,2012,female,46381,0,0,13657
92,Antigua and Barbuda,2012,male,42322,0,0,13657
93,Antigua and Barbuda,2013,female,46919,0,0,13287
94,Antigua and Barbuda,2013,male,42860,0,0,13287
95,Antigua and Barbuda,2014,female,47455,0,0,14093
96,Antigua and Barbuda,2014,male,43382,0,0,14093
97,Antigua and Barbuda,2015,female,47990,1,2.083767452,14853
98,Antigua and Barbuda,2015,male,43899,0,0,14853
99,Antigua and Barbuda,2017,female,546714,0,0,15383.5764
100,Antigua and Barbuda,2017,male,546714,0,0,15383.5764
101,Argentina,1985,female,13690900,538,3.929617483,3264
102,Argentina,1985,male,13399900,1450,10.82097628,3264
103,Argentina,1986,female,13768700,641,4.65548672,4072
104,Argentina,1986,male,13475700,1643,12.19231654,4072
105,Argentina,1987,female,13947900,686,4.918303114,4026
106,Argentina,1987,male,13651500,1600,11.72032377,4026
107,Argentina,1988,female,14324000,665,4.642557945,4458
108,Argentina,1988,male,13984000,1689,12.07808924,4458
109,Argentina,1989,female,14529000,606,4.170968408,2670
110,Argentina,1989,male,14173000,1641,11.57835321,2670
111,Argentina,1990,female,14732000,595,4.038827043,4859
112,Argentina,1990,male,14359100,1545,10.75972728,4859
113,Argentina,1991,female,15133000,499,3.297429459,6404
114,Argentina,1991,male,14490000,1452,10.02070393,6404
115,Argentina,1992,female,15361300,504,3.280972314,7615
116,Argentina,1992,male,14684100,1680,11.44094633,7615
117,Argentina,1993,female,15584000,493,3.163501027,7768
118,Argentina,1993,male,14893500,1737,11.66280592,7768
119,Argentina,1994,female,15806800,510,3.226459498,8328
120,Argentina,1994,male,15104400,1731,11.46023675,8328
121,Argentina,1995,female,16029500,504,3.144202876,8232
122,Argentina,1995,male,15315900,1700,11.09957626,8232
123,Argentina,1996,female,16252800,532,3.273282142,8563
124,Argentina,1996,male,15527900,1697,10.92871541,8563
125,Argentina,1997,female,16568735,539,3.253114978,9057
126,Argentina,1997,male,15765046,1645,10.43447637,9057
127,Argentina,1998,female,16789196,526,3.132967177,9126
128,Argentina,1998,male,15968063,1821,11.40401312,9126
129,Argentina,1999,female,17006298,493,2.898926033,8546
130,Argentina,1999,male,16168564,1930,11.93674342,8546
131,Argentina,2000,female,17219345,550,3.194082005,8462
132,Argentina,2000,male,16366188,2224,13.58899213,8462
133,Argentina,2001,female,17438298,676,3.876525106,7900
134,Argentina,2001,male,16572648,2456,14.81959914,7900
135,Argentina,2002,female,17642501,703,3.984695821,2840
136,Argentina,2002,male,16765006,2459,14.66745673,2840
137,Argentina,2003,female,17837389,684,3.834641942,3668
138,Argentina,2003,male,16948518,2605,15.37007542,3668
139,Argentina,2004,female,18031399,654,3.627006424,4683
140,Argentina,2004,male,17131546,2467,14.40033491,4683
141,Argentina,2005,female,18230599,664,3.642228102,5590
142,Argentina,2005,male,17320018,2394,13.82215654,5590
143,Argentina,2006,female,18420650,612,3.322358332,6475
144,Argentina,2006,male,17498236,2496,14.26429498,6475
145,Argentina,2007,female,18624255,600,3.221605374,7918
146,Argentina,2007,male,17691237,2346,13.26080251,7918
147,Argentina,2008,female,18838032,611,3.243438593,9843
148,Argentina,2008,male,17895488,2448,13.67942579,9843
149,Argentina,2009,female,19054705,584,3.064859834,8961
150,Argentina,2009,male,18103296,2300,12.70486877,8961
151,Argentina,2010,female,19269234,566,2.937324857,11273
152,Argentina,2010,male,18309220,2377,12.98253011,11273
153,Argentina,2011,female,19491572,583,2.991036331,13946
154,Argentina,2011,male,18524167,2329,12.57276508,13946
155,Argentina,2012,female,19708068,628,3.186512245,14203
156,Argentina,2012,male,18733710,2620,13.98548392,14203
157,Argentina,2013,female,19920040,589,2.956821372,14206
158,Argentina,2013,male,18939085,2398,12.66164654,14206
159,Argentina,2014,female,20131806,687,3.412510532,13400
160,Argentina,2014,male,19144749,2544,13.28823898,13400
161,Argentina,2015,female,20346129,604,2.968623663,14981
162,Argentina,2015,male,19353495,2469,12.75738568,14981
163,Argentina,2017,female,264268866,634,0.239907186,14613.04182
164,Argentina,2017,male,264268866,2551,0.965304782,14613.04182
165,Argentina,2018,female,266967012,611,0.228867228,11795.15939
166,Argentina,2018,male,266967012,2662,0.997126941,11795.15939
167,Argentina,2019,female,269632272,574,0.212882529,10056.63794
168,Argentina,2019,male,269632272,2680,0.993946303,10056.63794
169,Armenia,1990,female,1527100,29,1.899024294,756
170,Armenia,1990,male,1456600,64,4.393793766,756
171,Armenia,1991,female,1675100,26,1.552146141,640
172,Armenia,1991,male,1555700,54,3.471106254,640
173,Armenia,1992,female,1716800,19,1.106710158,385
174,Armenia,1992,male,1591900,64,4.020353037,385
175,Armenia,1993,female,1747200,35,2.003205128,357
176,Armenia,1993,male,1619400,71,4.384339879,357
177,Armenia,1994,female,1765600,36,2.038966923,387
178,Armenia,1994,male,1636900,76,4.642922598,387
179,Armenia,1995,female,1786400,35,1.959247649,426
180,Armenia,1995,male,1656800,95,5.733944954,426
181,Armenia,1996,female,1807800,24,1.327580485,458
182,Armenia,1996,male,1678500,63,3.753351206,458
183,Armenia,1997,female,1827200,15,0.820928196,465
184,Armenia,1997,male,1699500,62,3.648131803,465
185,Armenia,1998,female,1841100,18,0.977676389,532
186,Armenia,1998,male,1716900,48,2.795736502,532
187,Armenia,1999,female,1850600,18,0.972657516,515
188,Armenia,1999,male,1730100,49,2.832206231,515
189,Armenia,2000,female,1864000,14,0.751072961,530
190,Armenia,2000,male,1742500,47,2.697274032,530
191,Armenia,2001,female,1865438,12,0.643280559,587
192,Armenia,2001,male,1745078,48,2.750593383,587
193,Armenia,2002,female,1576826,12,0.761022459,788
194,Armenia,2002,male,1438018,62,4.311489842,788
195,Armenia,2003,female,1579136,9,0.569931912,928
196,Armenia,2003,male,1445230,50,3.45965694,928
197,Armenia,2006,female,1477951,17,1.150241111,2310
198,Armenia,2006,male,1286445,61,4.74174955,2310
199,Armenia,2007,female,1464169,20,1.365962536,3366
200,Armenia,2007,male,1271144,51,4.012133952,3366
201,Armenia,2008,female,1580998,19,1.201772551,3829
202,Armenia,2008,male,1464393,44,3.004657903,3829
203,Armenia,2009,female,1443562,10,0.692730898,3215
204,Armenia,2009,male,1246133,43,3.450675008,3215
205,Armenia,2010,female,1437243,19,1.321975477,3460
206,Armenia,2010,male,1238982,54,4.358416829,3460
207,Armenia,2011,female,1434102,16,1.115680754,3798
208,Armenia,2011,male,1236264,51,4.125332453,3798
209,Armenia,2012,female,1475506,20,1.355467209,3773
210,Armenia,2012,male,1338794,59,4.406951331,3773
211,Armenia,2013,female,1475593,24,1.62646475,3957
212,Armenia,2013,male,1335071,43,3.220802489,3957
213,Armenia,2014,female,1473933,15,1.017685336,4142
214,Armenia,2014,male,1329096,43,3.235281725,4142
215,Armenia,2015,female,1472585,19,1.290248101,3775
216,Armenia,2015,male,1322750,55,4.158004158,3775
217,Armenia,2016,female,1291746,14,1.083804401,3788
218,Armenia,2016,male,1108287,53,4.782154803,3788
219,Armenia,2017,female,17111538,6,0.03506406,3914.527854
220,Armenia,2017,male,17111538,38,0.222072382,3914.527854
221,Armenia,2018,female,17019342,13,0.076383682,4220.540321
222,Armenia,2018,male,17019342,46,0.270280719,4220.540321
223,Armenia,2019,female,16923612,6,0.035453424,4604.646324
224,Armenia,2019,male,16923612,43,0.254082875,4604.646324
225,Aruba,1995,female,37329,0,0,17949
226,Aruba,1995,male,36252,8,22.06774799,17949
227,Aruba,1999,female,42376,0,0,21027
228,Aruba,1999,male,39558,9,22.751403,21027
229,Aruba,2000,female,43606,4,9.17304958,22333
230,Aruba,2000,male,40282,6,14.89499032,22333
231,Aruba,2001,female,44890,0,0,22317
232,Aruba,2001,male,41155,4,9.719353663,22317
233,Aruba,2002,female,46213,0,0,21987
234,Aruba,2002,male,42071,9,21.39240807,21987
235,Aruba,2003,female,47485,0,0,22345
236,Aruba,2003,male,42972,2,4.654193428,22345
237,Aruba,2004,female,48567,1,2.059011263,24133
238,Aruba,2004,male,43768,7,15.99341985,24133
239,Aruba,2005,female,49359,5,10.12986487,24870
240,Aruba,2005,male,44369,5,11.26912935,24870
241,Aruba,2006,female,49793,2,4.016628843,25622
242,Aruba,2006,male,44715,7,15.654702,25622
243,Aruba,2007,female,49941,1,2.002362788,27672
244,Aruba,2007,male,44873,7,15.59958104,27672
245,Aruba,2008,female,49900,1,2.004008016,29447
246,Aruba,2008,male,44914,3,6.679431803,29447
247,Aruba,2009,female,49854,0,0,26361
248,Aruba,2009,male,44941,4,8.90055851,26361
249,Aruba,2010,female,49943,1,2.002282602,25974
250,Aruba,2010,male,45063,6,13.31469276,25974
251,Aruba,2011,female,50185,2,3.985254558,27066
252,Aruba,2011,male,45303,7,15.45151535,27066
253,Australia,1985,female,7313800,425,5.810932757,12374
254,Australia,1985,male,7248700,1436,19.81044877,12374
255,Australia,1986,female,7428700,463,6.232584436,12288
256,Australia,1986,male,7381100,1581,21.41957161,12288
257,Australia,1987,female,7549000,437,5.788846205,12564
258,Australia,1987,male,7497500,1727,23.03434478,12564
259,Australia,1988,female,7682300,460,5.987790115,15393
260,Australia,1988,male,7629800,1712,22.4383339,15393
261,Australia,1989,female,7820100,424,5.421925551,19223
262,Australia,1989,male,7750500,1642,21.18572995,19223
263,Australia,1990,female,7940900,444,5.591305771,19665
264,Australia,1990,male,7866100,1758,22.34906752,19665
265,Australia,1991,female,8049100,482,5.988247133,20320
266,Australia,1991,male,7963000,1806,22.67989451,20320
267,Australia,1992,female,8148600,465,5.70650173,20050
268,Australia,1992,male,8054900,1786,22.17283889,20050
269,Australia,1993,female,8234300,398,4.833440608,19030
270,Australia,1993,male,8135700,1640,20.15806876,19030
271,Australia,1994,female,8325900,418,5.020478267,19469
272,Australia,1994,male,8223500,1865,22.67890801,19469
273,Australia,1995,female,8442000,459,5.437100213,21902
274,Australia,1995,male,8324300,1711,20.55428084,21902
275,Australia,1996,female,8572400,460,5.366058513,23526
276,Australia,1996,male,8442700,1966,23.28638943,23526
277,Australia,1997,female,8683543,557,6.41443245,25234
278,Australia,1997,male,8537757,2089,24.46778469,25234
279,Australia,1998,female,8789173,524,5.9618806,22897
280,Australia,1998,male,8632557,2108,24.41918426,22897
281,Australia,1999,female,8903984,489,5.491923615,22016
282,Australia,1999,male,8737718,1999,22.87782691,22016
283,Australia,2000,female,9024949,505,5.595599488,23219
284,Australia,2000,male,8849461,1886,21.31203245,23219
285,Australia,2001,female,9157730,522,5.700102536,20860
286,Australia,2001,male,8973153,1936,21.57547074,20860
287,Australia,2002,female,9268481,506,5.459362759,21474
288,Australia,2002,male,9101577,1813,19.91962492,21474
289,Australia,2003,female,9382862,471,5.019790337,25059
290,Australia,2003,male,9225167,1685,18.265252,25059
291,Australia,2004,female,9511351,442,4.647079053,32454
292,Australia,2004,male,9343200,1672,17.89536775,32454
293,Australia,2006,female,9641316,494,5.123781857,39014
294,Australia,2006,male,9467930,1623,17.14207857,39014
295,Australia,2007,female,9945972,530,5.328790389,43171
296,Australia,2007,male,9788458,1699,17.3571772,43171
297,Australia,2008,female,10131802,508,5.01391559,52315
298,Australia,2008,male,9988510,1833,18.3510854,52315
299,Australia,2009,female,10329158,552,5.344094843,45128
300,Australia,2009,male,10200159,1785,17.49972721,45128
301,Australia,2010,female,10491256,553,5.271056201,54887
302,Australia,2010,male,10356291,1867,18.02768964,54887
303,Australia,2011,female,10512203,580,5.517397257,66770
304,Australia,2011,male,10369707,1812,17.47397492,66770
305,Australia,2012,female,10690641,650,6.08008444,72669
306,Australia,2012,male,10548268,1930,18.29684267,72669
307,Australia,2013,female,10873968,664,6.106326596,72856
308,Australia,2013,male,10726212,1944,18.12382601,72856
309,Australia,2014,female,11046550,709,6.418293494,66809
310,Australia,2014,male,10881037,2182,20.05323573,66809
311,Australia,2015,female,11201512,735,6.561614182,60656
312,Australia,2015,male,11039273,2292,20.76223679,60656
313,Australia,2017,female,11039273,837,7.582021026,53934.25018
314,Australia,2017,male,11039273,2454,22.22972473,53934.25018
315,Australia,2018,female,11039273,760,6.884511326,57180.7794
316,Australia,2018,male,11039273,2432,22.03043624,57180.7794
317,Australia,2019,female,11039273,816,7.391791108,54875.28596
318,Australia,2019,male,11039273,2502,22.66453597,54875.28596
319,Australia,2020,female,11039273,755,6.839218488,51692.84275
320,Australia,2020,male,11039273,2384,21.595625,51692.84275
321,Austria,1985,female,3751216,624,16.63460595,9759
322,Austria,1985,male,3358899,1467,43.67502566,9759
323,Austria,1986,female,3751163,628,16.74147458,13911
324,Austria,1986,male,3367986,1511,44.86360692,13911
325,Austria,1987,female,3752067,624,16.63083308,17415
326,Austria,1987,male,3377939,1445,42.77756348,17415
327,Austria,1988,female,3754574,529,14.08948126,18663
328,Austria,1988,male,3389836,1322,38.99893682,18663
329,Austria,1989,female,3765532,585,15.5356534,18544
330,Austria,1989,male,3412134,1313,38.4803176,18544
331,Austria,1990,female,3785073,541,14.29298722,23020
332,Austria,1990,male,3446280,1284,37.25756468,23020
333,Austria,1991,female,3812047,470,12.32933382,23808
334,Austria,1991,male,3487681,1299,37.24537881,23808
335,Austria,1992,female,3844533,477,12.40722865,26450
336,Austria,1992,male,3530835,1282,36.30869185,26450
337,Austria,1993,female,3868844,460,11.8898565,25611
338,Austria,1993,male,3564725,1244,34.89750261,25611
339,Austria,1994,female,3879372,491,12.65668773,27274
340,Austria,1994,male,3583180,1285,35.86199968,27274
341,Austria,1995,female,3884513,455,11.71318,32237
342,Austria,1995,male,3592517,1333,37.10490444,32237
343,Austria,1996,female,3891584,443,11.38353945,31660
344,Austria,1996,male,3602122,1336,37.08924906,31660
345,Austria,1997,female,3899564,417,10.69350317,28325
346,Austria,1997,male,3613025,1175,32.52122529,28325
347,Austria,1998,female,3908154,382,9.774435705,28972
348,Austria,1998,male,3625365,1177,32.46569656,28972
349,Austria,1999,female,3919903,429,10.94414836,28722
350,Austria,1999,male,3641706,1126,30.91957451,28722
351,Austria,2000,female,3932182,432,10.98626666,25922
352,Austria,2000,male,3659891,1156,31.58564012,25922
353,Austria,2001,female,3949662,408,10.32999786,25848
354,Austria,2001,male,3684898,1081,29.33595448,25848
355,Austria,2002,female,3968970,363,9.145949705,27772
356,Austria,2002,male,3714192,1190,32.03926991,27772
357,Austria,2003,female,3985088,388,9.736296915,33889
358,Austria,2003,male,3736945,1068,28.57949475,33889
359,Austria,2004,female,4008915,346,8.630764184,38711
360,Austria,2004,male,3764190,1076,28.58516706,38711
361,Austria,2005,female,4032829,350,8.678771155,40367
362,Austria,2005,male,3794632,1049,27.64431439,40367
363,Austria,2006,female,4051115,297,7.331314959,42698
364,Austria,2006,male,3818154,1000,26.19066701,42698
365,Austria,2007,female,4064372,317,7.799482921,49218
366,Austria,2007,male,3832900,968,25.25502883,49218
367,Austria,2008,female,4077800,304,7.455000245,54294
368,Austria,2008,male,3847458,963,25.02951299,54294
369,Austria,2009,female,4087694,306,7.485883239,50356
370,Austria,2009,male,3859200,972,25.18656716,50356
371,Austria,2010,female,4097737,294,7.174691787,49181
372,Austria,2010,male,3870684,970,25.06017024,49181
373,Austria,2011,female,4109664,313,7.616194414,53923
374,Austria,2011,male,3885482,975,25.09341183,53923
375,Austria,2012,female,4124932,289,7.006176102,50979
376,Austria,2012,male,3906344,987,25.26659198,50979
377,Austria,2013,female,4145640,324,7.815439836,53229
378,Austria,2013,male,3933975,967,24.58073577,53229
379,Austria,2014,female,4172127,324,7.765823044,54278
380,Austria,2014,male,3969038,990,24.94307185,54278
381,Austria,2015,female,4201798,290,6.901807274,46484
382,Austria,2015,male,4017588,961,23.91982453,46484
383,Austria,2016,female,3834844,295,7.692620612,46976
384,Austria,2016,male,3649785,906,24.82338001,46976
385,Austria,2017,female,52785396,260,0.49256048,47312.00623
386,Austria,2017,male,52785396,964,1.826262703,47312.00623
387,Austria,2018,female,53043126,259,0.488281931,51461.43322
388,Austria,2018,male,53043126,950,1.790995501,51461.43322
389,Austria,2019,female,53279520,245,0.459838978,50114.40111
390,Austria,2019,male,53279520,868,1.629143806,50114.40111
391,Austria,2020,female,53501184,234,0.437373498,48586.80132
392,Austria,2020,male,53501184,838,1.566320476,48586.80132
393,Azerbaijan,1990,female,3174100,25,0.787624839,1439
394,Azerbaijan,1990,male,2982700,89,2.983873672,1439
395,Azerbaijan,1991,female,3241000,32,0.987349583,1398
396,Azerbaijan,1991,male,3049600,102,3.344700944,1398
397,Azerbaijan,1992,female,3277100,38,1.159561808,784
398,Azerbaijan,1992,male,3093300,106,3.426761064,784
399,Azerbaijan,1993,female,3307200,36,1.088534107,617
400,Azerbaijan,1993,male,3135400,83,2.647190151,617
401,Azerbaijan,1994,female,3341200,19,0.568657967,508
402,Azerbaijan,1994,male,3180000,28,0.880503145,508
403,Azerbaijan,1995,female,3378500,7,0.207192541,462
404,Azerbaijan,1995,male,3227400,42,1.30135713,462
405,Azerbaijan,1996,female,3404200,13,0.381881206,476
406,Azerbaijan,1996,male,3263900,56,1.71573884,476
407,Azerbaijan,1997,female,3423400,21,0.61342525,590
408,Azerbaijan,1997,male,3287800,86,2.615730884,590
409,Azerbaijan,1998,female,3600000,15,0.416666667,631
410,Azerbaijan,1998,male,3444400,41,1.19033794,631
411,Azerbaijan,1999,female,3639100,10,0.274793218,645
412,Azerbaijan,1999,male,3467300,44,1.268998933,645
413,Azerbaijan,2000,female,3812650,16,0.41965562,711
414,Azerbaijan,2000,male,3602600,46,1.276855604,711
415,Azerbaijan,2001,female,3861100,81,2.097847764,759
416,Azerbaijan,2001,male,3656900,236,6.453553556,759
417,Azerbaijan,2002,female,3902100,19,0.486917301,820
418,Azerbaijan,2002,male,3703600,73,1.97105519,820
419,Azerbaijan,2003,female,3933800,36,0.915145661,948
420,Azerbaijan,2003,male,3740600,93,2.486232155,948
421,Azerbaijan,2004,female,3962800,30,0.757040476,1122
422,Azerbaijan,2004,male,3775450,78,2.06597889,1122
423,Azerbaijan,2007,female,4045150,14,0.34609347,4172
424,Azerbaijan,2007,male,3875950,41,1.057805183,4172
425,Bahamas,1985,female,103700,0,0,11393
426,Bahamas,1985,male,1.00E+05,1,1,11393
427,Bahamas,1987,female,111800,0,0,12286
428,Bahamas,1987,male,109100,3,2.749770852,12286
429,Bahamas,1993,female,124300,1,0.804505229,12698
430,Bahamas,1993,male,119200,6,5.033557047,12698
431,Bahamas,1994,female,127400,0,0,13073
432,Bahamas,1994,male,121900,3,2.461033634,13073
433,Bahamas,1995,female,129900,0,0,13473
434,Bahamas,1995,male,124600,2,1.605136437,13473
435,Bahamas,1996,female,128566,0,0,14297
436,Bahamas,1996,male,123872,3,2.421854818,14297
437,Bahamas,1997,female,130783,0,0,24740
438,Bahamas,1997,male,125173,2,1.59778866,24740
439,Bahamas,1998,female,133352,0,0,26269
440,Bahamas,1998,male,126773,3,2.366434493,26269
441,Bahamas,1999,female,136118,1,0.734656695,29019
442,Bahamas,1999,male,128673,5,3.885819092,29019
443,Bahamas,2000,female,138914,2,1.439739695,29942
444,Bahamas,2000,male,130824,9,6.879471657,29942
445,Bahamas,2001,female,142276,0,0,30122
446,Bahamas,2001,male,133864,1,0.747026833,30122
447,Bahamas,2002,female,145529,0,0,31432
448,Bahamas,2002,male,137026,3,2.189365522,31432
449,Bahamas,2003,female,148672,0,0,30704
450,Bahamas,2003,male,140216,1,0.713185371,30704
451,Bahamas,2004,female,151804,0,0,30671
452,Bahamas,2004,male,143433,2,1.394379257,30671
453,Bahamas,2005,female,155050,1,0.644953241,32596
454,Bahamas,2005,male,146713,3,2.044808572,32596
455,Bahamas,2006,female,158425,0,0,32957
456,Bahamas,2006,male,150074,2,1.33267588,32957
457,Bahamas,2007,female,161703,1,0.618417716,33710
458,Bahamas,2007,male,153286,4,2.609501194,33710
459,Bahamas,2008,female,164978,0,0,32746
460,Bahamas,2008,male,156469,4,2.556416926,32746
461,Bahamas,2009,female,168210,1,0.594494977,30450
462,Bahamas,2009,male,159603,5,3.132773193,30450
463,Bahamas,2010,female,171279,4,2.335370944,30239
464,Bahamas,2010,male,162590,6,3.690263854,30239
465,Bahamas,2011,female,173555,1,0.576186223,29761
466,Bahamas,2011,male,164828,3,1.820079113,29761
467,Bahamas,2012,female,176161,1,0.567662536,31204
468,Bahamas,2012,male,167397,4,2.389529084,31204
469,Bahamas,2013,female,178883,1,0.559024614,30455
470,Bahamas,2013,male,170076,4,2.351889743,30455
471,Bahrain,1985,female,143900,1,0.694927033,9980
472,Bahrain,1985,male,222000,10,4.504504505,9980
473,Bahrain,1987,female,146300,2,1.367053999,9321
474,Bahrain,1987,male,217600,7,3.216911765,9321
475,Bahrain,1988,female,158300,1,0.631711939,9501
476,Bahrain,1988,male,231400,13,5.617977528,9501
477,Bahrain,1997,female,222442,0,0,11985
478,Bahrain,1997,male,307312,0,0,11985
479,Bahrain,1998,female,230002,0,0,11325
480,Bahrain,1998,male,316006,0,0,11325
481,Bahrain,1999,female,238268,3,1.259086407,11703
482,Bahrain,1999,male,327494,14,4.274887479,11703
483,Bahrain,2000,female,247589,1,0.403895165,15345
484,Bahrain,2000,male,343005,28,8.16314631,15345
485,Bahrain,2001,female,258965,3,1.158457707,14383
486,Bahrain,2001,male,365118,20,5.477681188,14383
487,Bahrain,2002,female,270783,7,2.585095815,14572
488,Bahrain,2002,male,390227,18,4.612699788,14572
489,Bahrain,2003,female,283695,5,1.762456159,15756
490,Bahrain,2003,male,419218,29,6.917641895,15756
491,Bahrain,2004,female,298453,7,2.345427923,17497
492,Bahrain,2004,male,453106,35,7.724461826,17497
493,Bahrain,2005,female,321386,7,2.178066251,19485
494,Bahrain,2005,male,498154,35,7.02593977,19485
495,Bahrain,2006,female,344827,11,3.190005423,20826
496,Bahrain,2006,male,543716,17,3.126632286,20826
497,Bahrain,2007,female,370492,6,1.619468167,22524
498,Bahrain,2007,male,594278,34,5.721228112,22524
499,Bahrain,2008,female,387804,8,2.062897752,25106
500,Bahrain,2008,male,636306,35,5.500498188,25106
501,Bahrain,2009,female,404387,6,1.483727222,20988
502,Bahrain,2009,male,688535,30,4.357076982,20988
503,Bahrain,2010,female,420247,4,0.951821191,22572
504,Bahrain,2010,male,718913,15,2.086483344,22572
505,Bahrain,2011,female,408660,6,1.468213185,26078
506,Bahrain,2011,male,694802,12,1.727110745,26078
507,Bahrain,2012,female,445327,1,0.224554092,25587
508,Bahrain,2012,male,756451,18,2.379532845,25587
509,Bahrain,2013,female,453706,0,0,26793
510,Bahrain,2013,male,760786,5,0.657215038,26793
511,Bahrain,2014,female,458879,1,0.217922372,27503
512,Bahrain,2014,male,755087,8,1.059480563,27503
513,Barbados,1985,female,122000,2,1.639344262,6137
514,Barbados,1985,male,109000,5,4.587155963,6137
515,Barbados,1986,female,122300,1,0.817661488,6720
516,Barbados,1986,male,109300,7,6.404391583,6720
517,Barbados,1987,female,123600,2,1.618122977,7333
518,Barbados,1987,male,110100,4,3.633060854,7333
519,Barbados,1988,female,124100,1,0.805801773,7763
