"","age","X","country","year","total_pop","total_suicides","suicide_rate","age_order"
"1969","55-74 years",1743,"United Kingdom",2001,11210603,808,7.207462435,4
"1970","55-74 years",1749,"United Kingdom",2002,11514755,786,6.826024522,4
"1971","55-74 years",1755,"United Kingdom",2003,11751712,782,6.654349596,4
"1972","55-74 years",1761,"United Kingdom",2004,11926362,845,7.085144657,4
"1973","55-74 years",1767,"United Kingdom",2005,12067898,854,7.076625938,4
"1974","55-74 years",1773,"United Kingdom",2006,12179221,894,7.340370948,4
"1975","55-74 years",665,"New Zealand",1996,552600,81,14.65798046,4
"1976","55-74 years",671,"New Zealand",1997,558800,72,12.88475304,4
"1977","55-74 years",1791,"United Kingdom",2009,12593829,905,7.186059141,4
"1978","55-74 years",1797,"United Kingdom",2010,12741358,928,7.283368068,4
"1979","55-74 years",779,"Qatar",1995,20069,0,0,4
"1980","55-74 years",1911,"Uruguay",2000,551269,163,29.56814187,4
"1981","55-74 years",1917,"Uruguay",2001,551141,148,26.85338235,4
"1982","55-74 years",1923,"Uruguay",2002,550543,193,35.05629896,4
"1983","55-74 years",1833,"United Kingdom",2017,13792133,1084,7.859552978,4
"1984","55-74 years",1839,"United Kingdom",2018,13792133,1148,8.323585627,4
"1985","55-74 years",1845,"United Kingdom",2019,13792133,1811,13.13067384,4
"1986","55-74 years",1953,"Uruguay",2007,552490,154,27.87380767,4
"1987","55-74 years",1959,"Uruguay",2008,555039,137,24.68295021,4
"1988","55-74 years",1000,"Russian Federation",2011,28601211,6192,21.64943296,4
"1989","55-74 years",1006,"Russian Federation",2012,28972853,6033,20.8229407,4
"1990","55-74 years",1012,"Russian Federation",2013,29326450,5798,19.77054843,4
"1991","55-74 years",1983,"Uruguay",2013,586128,114,19.44967652,4
"1992","55-74 years",1989,"Uruguay",2014,595425,132,22.16903892,4
"1993","55-74 years",1030,"Russian Federation",2017,30845461,2324,7.53433382,4
"1994","55-74 years",1036,"Russian Federation",2018,30845461,2276,7.378719352,4
"1995","55-74 years",1234,"Singapore",2017,820612,108,13.16090918,4
"1996","55-74 years",1653,"United Kingdom",1986,11124412,1433,12.88157972,4
"1997","55-74 years",1659,"United Kingdom",1987,11061421,1321,11.94240776,4
"1998","55-74 years",1665,"United Kingdom",1988,10982920,1261,11.48146395,4
"1999","55-74 years",1671,"United Kingdom",1989,10909360,1055,9.670594792,4
"2000","55-74 years",1677,"United Kingdom",1990,10855733,1061,9.773637579,4
"2001","55-74 years",1683,"United Kingdom",1991,10872481,939,8.636483246,4
"2002","55-74 years",1689,"United Kingdom",1992,10893209,992,9.106591088,4
"2003","55-74 years",1695,"United Kingdom",1993,10963330,915,8.346004362,4
"2004","55-74 years",41,"Australia",1991,2644900,369,13.95137812,4
"2005","55-74 years",1779,"United States",2007,52056942,7514,14.434194,4
"2006","55-74 years",1785,"United States",2008,54006501,8261,15.29630664,4
"2007","55-74 years",1791,"United States",2009,55960991,8726,15.59300478,4
"2008","55-74 years",1797,"United States",2010,57994490,9358,16.13601568,4
"2009","55-74 years",1803,"United States",2011,59825053,9700,16.21394301,4
"2010","55-74 years",1809,"United States",2012,61717986,10296,16.68233309,4
"2011","55-74 years",1815,"United States",2013,63635071,10929,17.17449172,4
"2012","55-74 years",647,"New Zealand",1993,532100,67,12.59161812,4
"2013","55-74 years",653,"New Zealand",1994,538500,92,17.08449396,4
"2014","55-74 years",659,"New Zealand",1995,544700,79,14.50339636,4
"2015","55-74 years",1869,"Uruguay",1993,540055,120,22.21995908,4
"2016","55-74 years",1875,"Uruguay",1994,543237,130,23.93062328,4
"2017","55-74 years",677,"New Zealand",1998,565200,87,15.39278132,4
"2018","55-74 years",353,"Belgium",2009,2223933,543,24.41620319,4
"2019","55-74 years",359,"Belgium",2010,2240755,529,23.60811423,4
"2020","55-74 years",365,"Belgium",2011,2281816,593,25.98807266,4
"2021","55-74 years",371,"Belgium",2012,2320771,568,24.47462503,4
"2022","55-74 years",377,"Belgium",2013,2376950,525,22.08712846,4
"2023","55-74 years",1384,"South Africa",2018,5581997,25,0.447868388,4
"2024","55-74 years",389,"Belgium",2015,2462497,529,21.48225967,4
"2025","55-74 years",395,"Belgium",2017,2462497,532,21.60408723,4
"2026","55-74 years",401,"Belgium",2018,2462497,598,24.28429354,4
"2027","55-74 years",737,"New Zealand",2008,747410,91,12.17537898,4
"2028","55-74 years",1965,"Uruguay",2009,559380,127,22.70370768,4
"2029","55-74 years",653,"Norway",1995,741400,127,17.12975452,4
"2030","55-74 years",1977,"Uruguay",2012,577734,148,25.61732562,4
"2031","55-74 years",1971,"Uruguay",2010,565530,148,26.17014128,4
"2032","55-74 years",851,"Qatar",2014,93531,3,3.207492703,4
"2033","55-74 years",1995,"Uruguay",2015,605275,167,27.59076453,4
"2034","55-74 years",2001,"Uruguay",2017,605275,160,26.43426542,4
"2035","55-74 years",1647,"United Kingdom",1985,11172209,1593,14.2585947,4
"2036","55-74 years",1228,"Singapore",2015,820612,101,12.30788728,4
"2037","55-74 years",1456,"Sweden",1987,1727700,398,23.03640678,4
"2038","55-74 years",1845,"Uruguay",1987,513700,88,17.13062099,4
"2039","55-74 years",1851,"Uruguay",1988,517600,77,14.8763524,4
"2040","55-74 years",1857,"Uruguay",1989,521600,115,22.04754601,4
"2041","55-74 years",1863,"Uruguay",1990,529000,99,18.71455577,4
"2042","55-74 years",1090,"Singapore",1992,300400,53,17.64314248,4
"2043","55-74 years",1096,"Singapore",1993,309100,52,16.82303462,4
"2044","55-74 years",1881,"Uruguay",1995,546267,119,21.78421907,4
"2045","55-74 years",47,"Australia",1992,2675700,427,15.95844078,4
"2046","55-74 years",53,"Australia",1993,2713100,368,13.56381998,4
"2047","55-74 years",1719,"United Kingdom",1997,10796231,743,6.882031331,4
"2048","55-74 years",1725,"United Kingdom",1998,10856125,815,7.507282755,4
"2049","55-74 years",1833,"Uruguay",1985,505900,106,20.95275746,4
"2050","55-74 years",1839,"Uruguay",1986,509900,105,20.59227299,4
"2051","55-74 years",1929,"Uruguay",2003,550060,165,29.99672763,4
"2052","55-74 years",1935,"Uruguay",2004,550427,132,23.98138173,4
"2053","55-74 years",1941,"Uruguay",2005,552134,138,24.99393263,4
"2054","55-74 years",1947,"Uruguay",2006,551570,165,29.91460739,4
"2055","55-74 years",827,"Qatar",2010,65741,0,0,4
"2056","55-74 years",833,"Qatar",2011,75174,2,2.66049432,4
"2057","55-74 years",839,"Qatar",2012,84468,1,1.183880286,4
"2058","55-74 years",1887,"Uruguay",1996,547264,123,22.47544147,4
"2059","55-74 years",1893,"Uruguay",1997,548548,146,26.61572005,4
"2060","55-74 years",1899,"Uruguay",1998,549816,147,26.73621721,4
"2061","55-74 years",785,"Qatar",2001,24210,0,0,4
"2062","55-74 years",791,"Qatar",2004,36026,0,0,4
"2063","55-74 years",383,"Belgium",2014,2417317,540,22.33881613,4
"2064","55-74 years",1060,"Singapore",1987,261200,71,27.18223583,4
"2065","55-74 years",1066,"Singapore",1988,267600,66,24.66367713,4
"2066","55-74 years",1072,"Singapore",1989,276300,74,26.78248281,4
"2067","55-74 years",1821,"United States",2014,65533617,11637,17.75729852,4
"2068","55-74 years",1827,"United States",2015,67380307,11940,17.72031107,4
"2069","55-74 years",731,"New Zealand",2007,726030,70,9.64147487,4
"2070","55-74 years",743,"New Zealand",2009,770380,84,10.90370986,4
"2071","55-74 years",755,"New Zealand",2011,819710,79,9.637554745,4
"2072","55-74 years",761,"New Zealand",2012,844460,72,8.526158729,4
"2073","55-74 years",857,"Qatar",2015,93531,1,1.069164234,4
"2074","55-74 years",862,"Qatar",2016,93531,2,2.138328469,4
"2075","55-74 years",1222,"Singapore",2014,787907,131,16.62632773,4
"2076","55-74 years",1216,"Singapore",2013,754786,114,15.10361877,4
"2077","55-74 years",797,"Qatar",2005,42853,1,2.333558911,4
"2078","55-74 years",707,"New Zealand",2003,641620,78,12.15672828,4
"2079","55-74 years",713,"New Zealand",2004,663900,78,11.74875734,4
"2080","55-74 years",719,"New Zealand",2005,684740,80,11.68326664,4
"2081","55-74 years",725,"New Zealand",2006,705370,92,13.04280023,4
"2082","55-74 years",1084,"Singapore",1991,295100,63,21.34869536,4
"2083","55-74 years",821,"Qatar",2009,59740,2,3.347840643,4
"2084","55-74 years",1102,"Singapore",1994,323000,63,19.50464396,4
"2085","55-74 years",1701,"United Kingdom",1994,11025836,851,7.718235606,4
"2086","55-74 years",1707,"United Kingdom",1995,10926793,839,7.6783737,4
"2087","55-74 years",1713,"United Kingdom",1996,10823344,770,7.114252305,4
"2088","55-74 years",1048,"Singapore",1985,247500,64,25.85858586,4
"2089","55-74 years",1054,"Singapore",1986,254300,64,25.16712544,4
"2090","55-74 years",1132,"Singapore",1999,384000,59,15.36458333,4
"2091","55-74 years",701,"New Zealand",2002,622090,72,11.57388802,4
"2092","55-74 years",1144,"Singapore",2001,402700,60,14.89942886,4
"2093","55-74 years",803,"Qatar",2006,44862,1,2.229058,4
"2094","55-74 years",1078,"Singapore",1990,288000,66,22.91666667,4
"2095","55-74 years",815,"Qatar",2008,53914,1,1.854805802,4
"2096","55-74 years",1156,"Singapore",2003,451600,65,14.39326838,4
"2097","55-74 years",749,"New Zealand",2010,794670,88,11.07377905,4
"2098","55-74 years",1108,"Singapore",1995,337500,74,21.92592593,4
"2099","55-74 years",1114,"Singapore",1996,352100,40,11.36040897,4
"2100","55-74 years",683,"New Zealand",1999,578620,65,11.23362483,4
"2101","55-74 years",689,"New Zealand",2000,588380,69,11.72711513,4
"2102","55-74 years",695,"New Zealand",2001,601920,71,11.79558745,4
"2103","55-74 years",809,"Qatar",2007,48754,3,6.153341264,4
"2104","55-74 years",1150,"Singapore",2002,426900,51,11.94659171,4
"2105","55-74 years",1138,"Singapore",2000,390800,64,16.37666325,4
"2106","55-74 years",1174,"Singapore",2006,532200,97,18.22623074,4
"2107","55-74 years",1186,"Singapore",2008,579100,78,13.46917631,4
"2108","55-74 years",845,"Qatar",2013,93531,0,0,4
"2109","55-74 years",767,"New Zealand",2013,872400,93,10.66024759,4
"2110","55-74 years",1204,"Singapore",2011,681300,110,16.14560399,4
"2111","55-74 years",1210,"Singapore",2012,719100,126,17.52190238,4
"2112","55-74 years",1180,"Singapore",2007,548800,81,14.75947522,4
"2113","55-74 years",1168,"Singapore",2005,504500,83,16.45193261,4
"2114","55-74 years",1162,"Singapore",2004,478300,78,16.30775664,4
"2115","55-74 years",1126,"Singapore",1998,371700,80,21.52273339,4
"2116","55-74 years",1192,"Singapore",2009,613400,83,13.53113792,4
"2117","55-74 years",1120,"Singapore",1997,362300,54,14.90477505,4
"2118","55-74 years",1198,"Singapore",2010,644800,76,11.7866005,4
"2119","75+ years",72,"Australia",1996,909300,150,16.49620587,5
"2120","75+ years",66,"Australia",1995,867500,116,13.37175793,5
"2121","75+ years",90,"Australia",1999,1027654,140,13.6232623,5
"2122","75+ years",905,"Russian Federation",1995,5695600,2728,47.89662195,5
"2123","75+ years",881,"Russian Federation",1991,6202000,2836,45.72718478,5
"2124","75+ years",887,"Russian Federation",1992,6081800,2691,44.24676905,5
"2125","75+ years",522,"Italy",2004,5123220,787,15.36143285,5
"2126","75+ years",102,"Australia",2001,1114641,154,13.81610761,5
"2127","75+ years",534,"Italy",2006,5516299,755,13.68671278,5
"2128","75+ years",875,"Russian Federation",1990,6229900,2974,47.73752388,5
"2129","75+ years",84,"Australia",1998,987328,136,13.77455111,5
"2130","75+ years",516,"Italy",2003,5035972,812,16.12399751,5
"2131","75+ years",528,"Italy",2005,5289904,702,13.27056219,5
"2132","75+ years",78,"Australia",1997,948333,163,17.18805525,5
"2133","75+ years",96,"Australia",2000,1068972,148,13.84507733,5
"2134","75+ years",899,"Russian Federation",1994,5807900,2866,49.34657966,5
"2135","75+ years",180,"Australia",2015,1558134,233,14.95378446,5
"2136","75+ years",54,"Australia",1993,818200,129,15.7663163,5
"2137","75+ years",869,"Russian Federation",1989,6087200,3070,50.43369694,5
"2138","75+ years",414,"Italy",1986,3185200,815,25.58709029,5
"2139","75+ years",186,"Australia",2017,1558134,223,14.31199114,5
"2140","75+ years",911,"Russian Federation",1996,5611900,2610,46.50831269,5
"2141","75+ years",893,"Russian Federation",1993,5917200,2832,47.86047455,5
"2142","75+ years",126,"Australia",2006,1249986,155,12.40013888,5
"2143","75+ years",132,"Australia",2007,1309875,157,11.98587651,5
"2144","75+ years",48,"Australia",1992,795700,132,16.58916677,5
"2145","75+ years",144,"Australia",2009,1359002,178,13.0978468,5
"2146","75+ years",60,"Australia",1994,838800,133,15.85598474,5
"2147","75+ years",174,"Australia",2014,1515840,209,13.78773485,5
"2148","75+ years",1732,"United Kingdom",1999,4369852,386,8.833251103,5
"2149","75+ years",1738,"United Kingdom",2000,4406337,332,7.534603005,5
"2150","75+ years",1744,"United Kingdom",2001,4419941,331,7.488787746,5
"2151","75+ years",1247,"Singapore",2019,174659,35,20.03904752,5
"2152","75+ years",1253,"Singapore",2020,174659,44,25.19194545,5
"2153","75+ years",108,"Australia",2002,1153735,137,11.87447724,5
"2154","75+ years",114,"Australia",2003,1192623,127,10.64879681,5
"2155","75+ years",504,"Italy",2001,4625278,738,15.95579768,5
"2156","75+ years",510,"Italy",2002,4869010,742,15.23923755,5
"2157","75+ years",138,"Australia",2008,1334673,148,11.08885847,5
"2158","75+ years",1511,"Sweden",1996,753000,181,24.03718459,5
"2159","75+ years",1517,"Sweden",1997,766000,149,19.45169713,5
"2160","75+ years",1726,"United Kingdom",1998,4331795,326,7.525748564,5
"2161","75+ years",162,"Australia",2012,1438964,210,14.59383279,5
"2162","75+ years",168,"Australia",2013,1474852,208,14.10311001,5
"2163","75+ years",408,"Italy",1985,3069200,781,25.44637039,5
"2164","75+ years",1547,"Sweden",2002,793074,161,20.30075378,5
"2165","75+ years",1750,"United Kingdom",2002,4470745,292,6.53134992,5
"2166","75+ years",1756,"United Kingdom",2003,4502607,313,6.951528303,5
"2167","75+ years",498,"Italy",2000,4472580,774,17.30544786,5
"2168","75+ years",1768,"United Kingdom",2005,4594342,312,6.790961578,5
"2169","75+ years",1774,"United Kingdom",2006,4658818,285,6.117431503,5
"2170","75+ years",1505,"Sweden",1995,733700,198,26.98650675,5
"2171","75+ years",600,"Norway",1986,276500,29,10.48824593,5
"2172","75+ years",606,"Norway",1987,283600,41,14.45698166,5
"2173","75+ years",1523,"Sweden",1998,775800,188,24.23304976,5
"2174","75+ years",1529,"Sweden",1999,782734,174,22.2297741,5
"2175","75+ years",1535,"Sweden",2000,788016,177,22.46147286,5
"2176","75+ years",1541,"Sweden",2001,792005,192,24.2422712,5
"2177","75+ years",636,"Norway",1992,308600,54,17.49837978,5
"2178","75+ years",642,"Norway",1993,313700,61,19.44532993,5
"2179","75+ years",648,"Norway",1994,317600,36,11.33501259,5
"2180","75+ years",1762,"United Kingdom",2004,4542163,336,7.397356722,5
"2181","75+ years",198,"Australia",2019,1558134,253,16.23737111,5
"2182","75+ years",204,"Australia",2020,1558134,260,16.68662644,5
"2183","75+ years",120,"Australia",2004,1215548,166,13.65639201,5
"2184","75+ years",444,"Italy",1991,3765000,803,21.32802125,5
"2185","75+ years",450,"Italy",1992,3805551,773,20.31243307,5
"2186","75+ years",150,"Australia",2010,1387410,194,13.98288898,5
"2187","75+ years",156,"Australia",2011,1405980,191,13.58483051,5
"2188","75+ years",624,"Norway",1990,298800,49,16.39892905,5
"2189","75+ years",630,"Norway",1991,303300,50,16.48532806,5
"2190","75+ years",474,"Italy",1996,3847375,764,19.85769518,5
"2191","75+ years",480,"Italy",1997,4014538,804,20.0272111,5
"2192","75+ years",486,"Italy",1998,4174967,840,20.11991951,5
"2193","75+ years",192,"Australia",2018,1558134,235,15.08214313,5
"2194","75+ years",1487,"Sweden",1992,703100,198,28.16100128,5
"2195","75+ years",1493,"Sweden",1993,710400,199,28.01238739,5
"2196","75+ years",1499,"Sweden",1994,718000,207,28.83008357,5
"2197","75+ years",264,"Belgium",1994,619700,282,45.50588995,5
"2198","75+ years",270,"Belgium",1995,634200,253,39.8927783,5
"2199","75+ years",276,"Belgium",1996,658242,241,36.61267437,5
"2200","75+ years",282,"Belgium",1997,670055,266,39.69823373,5
"2201","75+ years",288,"Belgium",1998,702951,271,38.5517625,5
"2202","75+ years",294,"Belgium",1999,725090,210,28.96192197,5
"2203","75+ years",300,"Belgium",2000,746592,252,33.75337534,5
"2204","75+ years",306,"Belgium",2001,767890,257,33.46833531,5
"2205","75+ years",1553,"Sweden",2003,793986,155,19.52175479,5
"2206","75+ years",1559,"Sweden",2004,796038,152,19.09456584,5
"2207","75+ years",1565,"Sweden",2005,797998,165,20.67674355,5
"2208","75+ years",1571,"Sweden",2006,799596,163,20.38529457,5
"2209","75+ years",1577,"Sweden",2007,800093,136,16.99802398,5
"2210","75+ years",1583,"Sweden",2008,799123,150,18.77057725,5
"2211","75+ years",1589,"Sweden",2009,798300,145,18.16359764,5
"2212","75+ years",1595,"Sweden",2010,799197,135,16.8919553,5
"2213","75+ years",612,"Norway",1988,289200,50,17.28907331,5
"2214","75+ years",618,"Norway",1989,294300,56,19.02820251,5
"2215","75+ years",1619,"Sweden",2014,827255,164,19.82460064,5
"2216","75+ years",1625,"Sweden",2015,827255,153,18.49490181,5
"2217","75+ years",1630,"Sweden",2016,852822,145,17.00237564,5
"2218","75+ years",1636,"Sweden",2017,852822,169,19.81656196,5
"2219","75+ years",1642,"Sweden",2018,852822,159,18.64398432,5
"2220","75+ years",654,"Norway",1995,324200,40,12.33806292,5
"2221","75+ years",420,"Italy",1987,3310000,811,24.50151057,5
"2222","75+ years",426,"Italy",1988,3448600,835,24.212724,5
"2223","75+ years",432,"Italy",1989,3577800,781,21.82905696,5
"2224","75+ years",438,"Italy",1990,3690800,894,24.22239081,5
"2225","75+ years",678,"Norway",1999,347262,38,10.9427464,5
"2226","75+ years",456,"Italy",1993,3752192,812,21.64068363,5
"2227","75+ years",462,"Italy",1994,3678059,800,21.7506027,5
"2228","75+ years",702,"Norway",2003,352219,38,10.78874223,5
"2229","75+ years",468,"Italy",1995,3676646,790,21.48697481,5
"2230","75+ years",1223,"Singapore",2014,163588,39,23.84037949,5
"2231","75+ years",1229,"Singapore",2015,174659,28,16.03123801,5
"2232","75+ years",1235,"Singapore",2017,174659,51,29.19975495,5
"2233","75+ years",492,"Italy",1999,4327336,718,16.59219437,5
"2234","75+ years",246,"Belgium",1991,655500,281,42.86803966,5
"2235","75+ years",252,"Belgium",1992,642400,272,42.34122042,5
"2236","75+ years",258,"Belgium",1993,625400,290,46.37032299,5
"2237","75+ years",30,"Australia",1989,718700,122,16.97509392,5
"2238","75+ years",36,"Australia",1990,742500,124,16.7003367,5
"2239","75+ years",42,"Australia",1991,768500,153,19.90891347,5
"2240","75+ years",1714,"United Kingdom",1996,4200584,352,8.379787191,5
"2241","75+ years",1720,"United Kingdom",1997,4271471,359,8.40459879,5
"2242","75+ years",816,"Qatar",2008,3260,0,0,5
"2243","75+ years",822,"Qatar",2009,3460,0,0,5
"2244","75+ years",828,"Qatar",2010,3907,0,0,5
"2245","75+ years",834,"Qatar",2011,4790,0,0,5
"2246","75+ years",840,"Qatar",2012,5894,0,0,5
"2247","75+ years",846,"Qatar",2013,7023,0,0,5
"2248","75+ years",852,"Qatar",2014,7938,0,0,5
"2249","75+ years",858,"Qatar",2015,8587,0,0,5
"2250","75+ years",863,"Qatar",2016,9343,0,0,5
"2251","75+ years",1780,"United Kingdom",2007,4721387,296,6.269344157,5
"2252","75+ years",1786,"United Kingdom",2008,4774944,309,6.471280082,5
"2253","75+ years",1792,"United Kingdom",2009,4827155,292,6.049111744,5
"2254","75+ years",1798,"United Kingdom",2010,4905001,316,6.442404395,5
"2255","75+ years",1804,"United Kingdom",2011,4987690,277,5.553673143,5
"2256","75+ years",1810,"United Kingdom",2012,5019955,308,6.135513167,5
"2257","75+ years",1816,"United Kingdom",2013,5101203,361,7.076762089,5
"2258","75+ years",1822,"United Kingdom",2014,5211414,340,6.524141049,5
"2259","75+ years",1828,"United Kingdom",2015,5271415,381,7.227660884,5
"2260","75+ years",1834,"United Kingdom",2017,5271415,338,6.411940627,5
"2261","75+ years",1840,"United Kingdom",2018,5271415,413,7.834708518,5
"2262","75+ years",1846,"United Kingdom",2019,5271415,372,7.056928737,5
"2263","75+ years",660,"Norway",1996,332000,47,14.15662651,5
"2264","75+ years",666,"Norway",1997,338000,58,17.15976331,5
"2265","75+ years",672,"Norway",1998,343200,36,10.48951049,5
"2266","75+ years",684,"Norway",2000,349664,39,11.15356456,5
"2267","75+ years",690,"Norway",2001,351413,46,13.0900109,5
"2268","75+ years",696,"Norway",2002,352007,44,12.49975143,5
"2269","75+ years",1217,"Singapore",2013,152874,39,25.51120531,5
"2270","75+ years",1283,"South Africa",2000,550191,5,0.908775316,5
"2271","75+ years",1289,"South Africa",2001,577926,6,1.038195201,5
"2272","75+ years",1295,"South Africa",2002,602589,3,0.49785177,5
"2273","75+ years",1241,"Singapore",2018,174659,32,18.32141487,5
"2274","75+ years",1307,"South Africa",2004,640843,8,1.248355682,5
"2275","75+ years",1313,"South Africa",2005,654001,13,1.987764545,5
"2276","75+ years",1319,"South Africa",2006,684994,16,2.335786883,5
"2277","75+ years",1325,"South Africa",2007,711905,10,1.404681804,5
"2278","75+ years",1331,"South Africa",2008,736349,11,1.493856853,5
"2279","75+ years",1337,"South Africa",2009,752840,7,0.929812444,5
"2280","75+ years",1343,"South Africa",2010,766988,13,1.694941772,5
"2281","75+ years",1349,"South Africa",2011,800884,6,0.749172165,5
"2282","75+ years",1355,"South Africa",2012,831179,9,1.082799253,5
"2283","75+ years",1361,"South Africa",2013,857889,9,1.04908677,5
"2284","75+ years",1367,"South Africa",2014,881229,10,1.134778815,5
"2285","75+ years",1373,"South Africa",2015,901444,10,1.109331251,5
"2286","75+ years",1379,"South Africa",2017,901444,5,0.554665625,5
"2287","75+ years",1385,"South Africa",2018,901444,5,0.554665625,5
"2288","75+ years",917,"Russian Federation",1997,5602000,2629,46.92966798,5
"2289","75+ years",923,"Russian Federation",1998,5696100,2541,44.60946964,5
"2290","75+ years",929,"Russian Federation",1999,5880000,2618,44.52380952,5
"2291","75+ years",935,"Russian Federation",2000,6109362,2547,41.69011429,5
"2292","75+ years",941,"Russian Federation",2001,6404818,2585,40.36024131,5
"2293","75+ years",947,"Russian Federation",2002,6748903,2749,40.73254572,5
"2294","75+ years",1601,"Sweden",2011,802363,124,15.45435171,5
"2295","75+ years",1607,"Sweden",2012,807269,150,18.58116687,5
"2296","75+ years",1613,"Sweden",2013,814891,158,19.38909621,5
"2297","75+ years",1648,"United States",1985,11533000,2643,22.91684731,5
"2298","75+ years",1654,"United States",1986,11847000,2861,24.14957373,5
"2299","75+ years",1660,"United States",1987,12167000,3036,24.95274102,5
"2300","75+ years",1666,"United States",1988,12471000,3067,24.59305589,5
"2301","75+ years",1672,"United States",1989,12803000,2953,23.06490666,5
"2302","75+ years",1678,"United States",1990,13033300,3164,24.27627692,5
"2303","75+ years",1684,"United States",1991,13474000,3184,23.63069616,5
"2304","75+ years",1690,"United States",1992,13814800,3122,22.59895185,5
"2305","75+ years",1696,"United States",1993,14133900,3168,22.41419566,5
"2306","75+ years",1259,"South Africa",1996,486570,7,1.438641922,5
"2307","75+ years",1265,"South Africa",1997,507101,5,0.985996872,5
"2308","75+ years",1271,"South Africa",1998,524142,6,1.144727955,5
"2309","75+ years",1277,"South Africa",1999,538408,8,1.485862023,5
"2310","75+ years",210,"Belgium",1985,620700,333,53.64910585,5
"2311","75+ years",216,"Belgium",1986,635000,301,47.4015748,5
"2312","75+ years",222,"Belgium",1987,636800,335,52.60678392,5
"2313","75+ years",1301,"South Africa",2003,623682,9,1.443043089,5
"2314","75+ years",234,"Belgium",1989,657600,311,47.29318735,5
"2315","75+ years",240,"Belgium",1990,661500,303,45.80498866,5
"2316","75+ years",600,"New Zealand",1985,128400,22,17.13395639,5
"2317","75+ years",606,"New Zealand",1986,133400,27,20.23988006,5
"2318","75+ years",612,"New Zealand",1987,137800,37,26.85050798,5
"2319","75+ years",618,"New Zealand",1988,141900,30,21.14164905,5
"2320","75+ years",624,"New Zealand",1989,146600,23,15.68894952,5
"2321","75+ years",630,"New Zealand",1990,151600,27,17.81002639,5
"2322","75+ years",636,"New Zealand",1991,157000,18,11.46496815,5
"2323","75+ years",642,"New Zealand",1992,161700,21,12.98701299,5
"2324","75+ years",648,"New Zealand",1993,165200,19,11.50121065,5
"2325","75+ years",654,"New Zealand",1994,168400,31,18.40855107,5
"2326","75+ years",660,"New Zealand",1995,173800,28,16.11047181,5
"2327","75+ years",312,"Belgium",2002,787277,239,30.35780291,5
"2328","75+ years",318,"Belgium",2003,804542,239,29.70634224,5
"2329","75+ years",324,"Belgium",2004,823375,222,26.96219827,5
"2330","75+ years",330,"Belgium",2005,846155,239,28.24541603,5
"2331","75+ years",336,"Belgium",2006,870855,206,23.65491385,5
"2332","75+ years",342,"Belgium",2007,895366,239,26.69299482,5
"2333","75+ years",348,"Belgium",2008,915740,243,26.53591631,5
"2334","75+ years",354,"Belgium",2009,932318,231,24.77695379,5
"2335","75+ years",360,"Belgium",2010,940727,246,26.14998825,5
"2336","75+ years",366,"Belgium",2011,954607,263,27.55060459,5
"2337","75+ years",372,"Belgium",2012,969226,252,26.00012794,5
"2338","75+ years",378,"Belgium",2013,984720,256,25.99723779,5
"2339","75+ years",384,"Belgium",2014,1002226,270,26.94003149,5
"2340","75+ years",390,"Belgium",2015,1008976,264,26.16514169,5
"2341","75+ years",396,"Belgium",2017,1008976,224,22.20072628,5
"2342","75+ years",402,"Belgium",2018,1008976,232,22.99360936,5
"2343","75+ years",756,"New Zealand",2011,261570,27,10.32228467,5
"2344","75+ years",762,"New Zealand",2012,267830,36,13.44136206,5
"2345","75+ years",768,"New Zealand",2013,266150,31,11.64756716,5
"2346","75+ years",1702,"United States",1994,14446500,3143,21.7561347,5
"2347","75+ years",1708,"United States",1995,14773200,3096,20.95686784,5
"2348","75+ years",1714,"United States",1996,15191600,3049,20.07030201,5
"2349","75+ years",1720,"United States",1997,15577000,3065,19.67644604,5
"2350","75+ years",1439,"Sri Lanka",2002,445662,196,43.97951811,5
"2351","75+ years",1445,"Sri Lanka",2003,461772,228,49.37501624,5
"2352","75+ years",1451,"Sri Lanka",2006,501432,262,52.25035498,5
"2353","75+ years",228,"Belgium",1988,646200,285,44.10399257,5
"2354","75+ years",6,"Australia",1985,601900,103,17.11247716,5
"2355","75+ years",12,"Australia",1986,638700,112,17.53561923,5
"2356","75+ years",18,"Australia",1987,666000,149,22.37237237,5
"2357","75+ years",24,"Australia",1988,694500,133,19.15046796,5
"2358","75+ years",1690,"United Kingdom",1992,4042149,359,8.881414317,5
"2359","75+ years",1696,"United Kingdom",1993,4008995,387,9.653292159,5
"2360","75+ years",1702,"United Kingdom",1994,3969448,366,9.220425611,5
"2361","75+ years",1708,"United Kingdom",1995,4105267,374,9.110247884,5
"2362","75+ years",1834,"Uruguay",1985,119700,41,34.25229741,5
"2363","75+ years",1840,"Uruguay",1986,121000,43,35.53719008,5
"2364","75+ years",1846,"Uruguay",1987,121800,43,35.30377668,5
"2365","75+ years",1852,"Uruguay",1988,122700,40,32.599837,5
"2366","75+ years",1858,"Uruguay",1989,123700,42,33.95311237,5
"2367","75+ years",1864,"Uruguay",1990,142000,46,32.3943662,5
"2368","75+ years",1870,"Uruguay",1993,153712,58,37.73290309,5
"2369","75+ years",1876,"Uruguay",1994,155958,52,33.34231011,5
"2370","75+ years",1882,"Uruguay",1995,158232,68,42.97487234,5
"2371","75+ years",1888,"Uruguay",1996,163142,41,25.13148055,5
"2372","75+ years",1894,"Uruguay",1997,167829,59,35.15483021,5
